2252,-,Kites Reader,"D'Rozario, A",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2253,-,Everyday English Grammar 7,"Bahadur, A , Puri, S and Sreetilak, S",Viva Education,-,-,7th Standard,-,-,360
2254,-,Great Fun With Grammar,"Aggarwala, N K",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2255,-,New World Interactive English,"Dere, A and Mani, U",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2256,-,Basic English Grammar & Composition,"Carrasco, E",Good Luck Publihers limited,-,-,8th Standard,-,-,0
2257,-,Skill- Enhancer in English Language,"Malik, R S",Laxmi Publication Pvt. Ltd.,-,-,8th Standard,-,-,0
2258,-,Celebrate : An Activity Multi skills Course in English,"Mulla, S",Pearson Longman,-,-,8th Standard,-,-,0
2259,-,The Path to English,"Ridout, C J",Blackie & Son,-,-,8th Standard,-,-,0
2260,-,The Path to English,"Ridout, C J",Blackie & Son,-,-,8th Standard,-,-,0
2261,-,New Grammar Plus 7,-,Ratna  Sagar,-,-,7th Standard,-,-,179
2262,-,English Grammar & Composition,"Chowdhry A and Srinivas, P",Vikas Books Ltd.,-,-,8th Standard,-,-,0
2263,-,Voices : A Multi skill Course in Englisgh,"Subramaniam, V and Rekha, C",Madhubun Educational Books,-,-,8th Standard,-,-,0
2264,-,English 7,"Bhanot, D P",Holy Faith International,-,-,7th Standard,-,-,225
2265,-,Images: A comprehensive course in English,"Vasudev, V",Pearson Longman,-,-,8th Standard,-,-,0
2266,-,New Broadway :  A multi skill Course in English,"Srinivas, M and Bath, A",Oxford University Press,-,-,8th Standard,-,-,0
2267,-,Mathematics 11,-,Laxmi Publication,-,-,11th  Standard,-,-,825
2268,-,Go Grammar 7,"Vidyarthi, A",Future Kid Publication,-,-,7th Standard,-,-,280
2269,-,Communicative in english,"Raman, U and Sehgal, N",Ratna Sagar Pvt. Ltd.,-,-,8th Standard,-,-,0
2270,-,New World Interactive English,"Dere, A and Mani, U",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2271,-,Communicativein English: An activity Based Integrated Skill Course,"Raman, U and Sehgal, N",Ratna Sagar Pvt. Ltd.,-,-,8th Standard,-,-,0
2272,-,Enhancing Communicative skills through English Grammar,"Bhanot, D P and Sangar, S",Holy Faith International,-,-,8th Standard,-,-,0
2273,-,Interactive Grammar: English Enrichment Exercises,"Akhileswaran, P",Sheth Publishing House,-,-,8th Standard,-,-,0
2274,-,Interactive English,"Dogra, S",Arya Book Depot,-,-,8th Standard,-,-,0
2275,-,Grammar Plus : With Composition,"Peter, R F",Ratna Sagar Pvt. Ltd.,-,-,8th Standard,-,-,0
2276,-,Communicative English course,"Bhanot, D P and Sangar, S",Holy Faith International,-,-,8th Standard,-,-,0
2277,-,English Grammar & Composition,"Bhanot, D P and Sangar, S",Holy Faith International,-,-,8th Standard,-,-,0
2278,-,The Grammar Tree,"Gillani, A, Kaul, M and sagathan, B",Oxford University Press,-,-,8th Standard,-,-,0
2279,-,Grazoom Grammar,"Martis, D G",Neeta Prakashan,-,-,8th Standard,-,-,0
2280,-,New Broadway :  A multi skill Course in English,"Kumar, G?et all",Oxford University Press,-,-,8th Standard,-,-,0
2281,-,New Broadway :  A multi skill Course in English,"Kumar, G?et all",Oxford University Press,-,-,8th Standard,-,-,0
2282,-,New Era English Readetr,"Gupta, V",Arya Book Depot,-,-,8th Standard,-,-,0
2283,-,English,add,Full Marks Pvt. Ltd.,-,-,8th Standard,-,-,0
2284,-,The Grammar Gate 7,-,Blackie ELT books,-,-,7th Standard,-,-,315
2285,-,Essays and Letters for Winners : Ideas for Creative Writing,"Mukherjee, A and Sen, G",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2286,-,Grammar and Composition,"Khandelwal, S K and Gupta, R K",Amanda Imprint,-,-,8th Standard,-,-,0
2287,-,Grammar Express,"Nagaraj, G",Frank Bros & Co.,-,-,8th Standard,-,-,0
2288,-,Success with Buzzword: Communicative English for Schools,"Sasikumar, V",Orient BlackSwan Pvt.Ltd,-,-,8th Standard,-,-,0
2289,-,Quest for the best : An Integrated learning Program on G K,add,G.Ram Books P Ltd.,-,-,8th Standard,-,-,0
2290,-,Mathematics Volume-2 Class 12,Sharma R.D,Dhanapat Rai & Co.,-,-,12th  Standard,-,-,985
2291,-,Celebration : A skill based Course in Communicative English,"Kumar, V?et al",Cordova Publication Pvt. Ltd.,-,-,8th Standard,-,-,0
2292,-,Buzzword : Communicative English for schools,"Kumar, A",Orient BlackSwan Pvt.Ltd,-,-,8th Standard,-,-,0
2293,-,Golden Gate : English for schools,"Sengupta, M and Gurtu, M",Orient Longman,-,-,8th Standard,-,-,0
2294,-,Real English : A Multi skill Language Course,"Kumar, P A",Viva Education,-,-,8th Standard,-,-,0
2295,-,Roots of Grammar 7,-,-,-,-,7th Standard,-,-,299
2296,-,Grammar Power,Dev. A N,Srijan Publication Pvt. Ltd.,-,-,8th Standard,-,-,0
2297,-,Avenues : A course on developing English skills,"Ray, S",Oxford University Press,-,-,8th Standard,-,-,0
2298,-,Interacting in english,"Raman, U",Ratna Sagar Pvt. Ltd.,-,-,8th Standard,-,-,0
2299,-,English: Co- Build,"Gulati, H C",Trend Settrs Inc.,-,-,8th Standard,-,-,0
2300,-,Cambridge Express: English for Schools,"Barker, I",Cambridge University Press,-,-,8th Standard,-,-,0
2301,-,Young Leaders,"Khera, S",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2302,-,Grammar Club,add,Orient Longman,-,-,8th Standard,-,-,0
2303,-,Communicative English course,"Bhanot, D P and Sangar, S",Holy Faith International,-,-,8th Standard,-,-,0
2304,-,Learnwell English 7,"Bhanot, D P",Holy Faith International,-,-,7th Standard,-,-,200
2305,-,Grammar Room,"Pant, M",ACE Books,-,-,8th Standard,-,-,0
2306,-,New Era English Reader,"Gupta, V and Rastogi, P",Arya Book Depot,-,-,8th Standard,-,-,0
2307,-,Gul Mohar,"Naidu, V, Salomon, M B and Salomon, S",Orient BlackSwan Pvt.Ltd,-,-,8th Standard,-,-,0
2308,-,Avenues : A course on developing English skills,"Ray, S",Oxford University Press,-,-,8th Standard,-,-,0
2309,-,Young Leaders,"Khera, S",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2310,-,New World Interactive English,"Dere, A and Mani, U",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2311,-,New World Interactive English,"Dere, A and Mani, U",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2312,-,New! Learning Communicate,"Ram, S K and Gunashekar, P",Oxford University Press,-,-,8th Standard,-,-,0
2313,-,Echoes of Tome Learning English,"Chowdhry, K",Good Luck Publihers limited,-,-,8th Standard,-,-,0
2314,-,English Grammar & Composition,Neeraj,Jeevandeep Prakashan Pvt. Ltd.,-,-,8th Standard,-,-,0
2315,-,New Horizons Today,"Scott, A F and Aggarwala, N K",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2316,-,Reignite:scientific pathways to a brighter future,"Kalam, A.P.j.  Abdul",Puffin Books,-,-,Non - fiction,-,-,199
2317,-,Examguru Accontancy 12,-,Full circle education pvt ltd,-,-,12th  Standard,-,-,480
2318,-,Olympiad Explorer Mathematics: EduHeal Foundation Nationwide Interctive Maths Olympiad,add,ETG Books,-,-,8th Standard,-,-,0
2319,-,Laboratory Manual Mathematics,"Gupta, R G and Gopal P R",Arya Publication,-,-,8th Standard,-,-,0
2320,-,Mental Mathematics : Work book and Test Papers,"Nayyar, S P",Pitamber Publishing Company Pvt. Ltd.,-,-,8th Standard,-,-,0
2321,-,Mathematics: Laboratory Skills,"Kalra, P.S, Nayar, S and Omlata",Arya Book Depot,-,-,8th Standard,-,-,0
2322,-,Gyanodaya 5,-,Future Kid Publication,-,-,5th Standard,-,-,285
2323,-,Systematics Mathematics,"Anand, S C",Sultan Chand & Sons Pvt.Ltd.,-,-,8th Standard,-,-,0
2324,-,Learning Maths in Lab,"Srivastava, S and",Jay Cee Publications,-,-,8th Standard,-,-,0
2325,-,Mathematics Lab Kit : Includes Formative Tools,"Aggarwal, R N, Simmy and Sofat, R",Rachna Sagar PVT.Ltd.,-,-,8th Standard,-,-,0
2326,-,Laboratory Manual Mathematics,"Kumar, D",Inspiration Publication,-,-,8th Standard,-,-,0
2327,-,Excellence in Mathematics,"Verma, S and Tyagi, R K",Prachi India Pvt.Ltd.,-,-,8th Standard,-,-,0
2328,-,Pradeep's fundamental physics vol 1,"Gomber, K L and Gogia, K L",Pradeep Publication,-,-,11th  Standard,-,-,0
2329,-,Challenge mathematics,"Rao, P and Shivaram, K",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2330,-,Nayi Udaan 5,-,Tarun Publiactions,-,-,5th Standard,-,-,295
2331,-,ABC of Mathematics,"Singhal, A and Hanspal, S",Holy Faith International,-,-,8th Standard,-,-,0
2332,-,Mathematics,"Aggarwal, R S",Bharti Bhawan,-,-,8th Standard,-,-,0
2333,-,Mathematics,"Devi, S",Holy Faith International,-,-,8th Standard,-,-,78
2334,-,Active Maths,"Khurana, R",Pearson Longman,-,-,8th Standard,-,-,0
2335,-,Systematics Mathematics,"Anand, S C",Sultan Chand & Sons Pvt.Ltd.,-,-,8th Standard,-,-,0
2336,-,Mathematics,"Aggarwal, R S",Bharti Bhawan,-,-,8th Standard,-,-,0
2337,-,Map Practice Book,"Rajdhan, S K",Vikas Books Ltd.,-,-,8th Standard,-,-,0
2338,-,Core mathematics Today,"Vashisht, S M",Holy Faith International,-,-,8th Standard,-,-,0
2339,-,Math Power,"Rajput, A",F K Publication,-,-,8th Standard,-,-,0
2340,-,Math Power: Formative Assessment Continuous & Comprehensive Evalution,add,F K Publication,-,-,8th Standard,-,-,0
2341,-,Mathematics: Laboratory Skills,"Kalra, P.S, Nayar, S and Omlata",Arya Book Depot,-,-,8th Standard,-,-,0
2342,-,Activity Manual Mathematics,"Sagar, A and Sagar, R",Saraswati House Pvt.Ltd.,-,-,8th Standard,-,-,0
2343,-,Hands-on Maths,"Ghosh, J B, gandhi, H and Kaur, T",Bharti Bhawan,-,-,8th Standard,-,-,0
2344,-,Indian economic development 12,-,Arya Publicatioin Company,-,-,12th  Standard,-,-,300
2345,-,Composite Mathematics,"Gupta, R G and Gupta, P",Arya Publication,-,-,8th Standard,-,-,0
2346,-,School Maths,"Sharma, S C",Good Luck Publihers limited,-,-,8th Standard,-,-,0
2347,-,Maths Practice book with mental Mathematics,add,Goyal brothers Prakashan,-,-,8th Standard,-,-,0
2348,-,Targeting Mathematics,"Thergaaonkar, L",Madhubun Educational Books,-,-,8th Standard,-,-,0
2349,-,Children's Big book of Knowledge,-,Tiny Tot publications,-,-,General knowledge,-,-,325
2350,-,Tools for formative Assessments & Lab Manual in Mathematics,"Singh, A P",S.Dinesh & Co.,-,-,8th Standard,-,-,0
2351,-,Drill Exercises in Mathematics,"Chandra, R",Arya Publication,-,-,8th Standard,-,-,0
2352,-,Macro economics 12,-,Arya Publicatioin Company,-,-,12th  Standard,-,-,340
2353,-,Sunahari Dhup 5,-,Rachna Sagar,-,-,5th Standard,-,-,339
2354,-,Composite Mathematics,"Gupta, R G and Gupta, P",Arya Publication,-,-,8th Standard,-,-,0
2355,-,Bhashamani 5,-,Good Luck Publihers limited,-,-,5th Standard,-,-,258
2356,-,Lab Manual Mathematics,"Wadhwa, K",Dhanpat Rai & Co.Ltd,-,-,8th Standard,-,-,0
2357,-,Learning Maths in Lab,"Srivastava, S",Jay Cee Publications,-,-,8th Standard,-,-,0
2358,-,Top more Score Mathematics,"Mehra, N Kumar, A and Narayanaswamy, R",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
2359,-,Math Lab Work book,add,Viva Education,-,-,8th Standard,-,-,0
2360,-,Systematics Mathematics,"Lal,H",Sultan Chand & Sons Pvt.Ltd.,-,-,8th Standard,-,-,0
2361,-,Mathematics,add,Inspiration Publication,-,-,8th Standard,-,-,0
2362,-,Mathematics,"Sharma,. R D",Dhanpat Rai & Co.Ltd,-,-,8th Standard,-,-,0
2363,-,Success with Mathematics,"Sundararajan, S",Orient BlackSwan Pvt.Ltd,-,-,8th Standard,-,-,0
2364,-,Practice Book with Mental mathematics,add,Goyal brothers Prakashan,-,-,8th Standard,-,-,0
2365,-,Mathematics,"Aggarwal, R S",Bharti Bhawan,-,-,8th Standard,-,-,0
2366,-,Business studies 12,-,Arya Publishig Company,-,-,12th  Standard,-,-,525
2367,-,Tools for formative Assessments & Lab Manual in Mathematics,"Singh, A P",S.Dinesh & Co.,-,-,8th Standard,-,-,0
2368,-,Social science,-,S.Chand & Comapany Ltd.,-,-,8th Standard,-,-,175
2369,-,Mathematics,"Singh, L",Dhanpat Rai & Co.Ltd,-,-,8th Standard,-,-,0
2370,-,Composite Mathematics,"Sharma, S N",Goyal brothers Prakashan,-,-,8th Standard,-,-,0
2371,-,ABC of Mathematics,"Malhotra, S S and Malhotra, S",Holy Faith International,-,-,8th Standard,-,-,0
2372,-,Information technology,-,Dhanpat Rai & co,-,-,9th  Standard,-,-,495
2373,-,Hands-on Maths,"Ghosh, J B, gandhi, H and Kaur, T",Bharti Bhawan,-,-,8th Standard,-,-,0
2374,-,Maths Ahead,"Sundararajan, S",Orient BlackSwan Pvt.Ltd,-,-,8th Standard,-,-,0
2375,-,Composite Mathematics,"Gupta, S K and Gangal A",S.Chand & Comapany Ltd.,-,-,8th Standard,-,-,0
2376,-,Practice Book with Mental mathematics,add,Goyal brothers Prakashan,-,-,8th Standard,-,-,0
2377,-,Activities in Mathematics,"Rajput, R",Amanda Imprint,-,-,8th Standard,-,-,0
2378,-,Business studies 11,Sandeep Garg,Dhanapat Rai & Co.,-,-,11th  Standard,-,-,225
2379,-,Drill Exercises in Mathematics,"Chandra, R",Arya Publication,-,-,8th Standard,-,-,0
2380,-,Practical Notebook,add,Saraswati House Pvt.Ltd.,-,-,8th Standard,-,-,0
2381,-,Maths Drill: A book of mental Maths,"Khanuja, S K",Inspiration Publication,-,-,8th Standard,-,-,0
2382,-,Accountancy 12 part 1,-,Arya Book Depot,-,-,12th  Standard,-,-,358
2383,-,Living Mathematics,"George, P J",Jay Cee Publications,-,-,8th Standard,-,-,0
2387,-,Mel Jol Explorers,add,"Allied Publishers Pvt, Ltd.",-,-,8th Standard,-,-,0
2389,-,New Demensions in Mathematics,"Verma, S",Prachi India Pvt.Ltd.,-,-,9th Standard,-,-,0
2390,-,Mathematics,"Singhal, M K and Singhal, A R",Pitamber Publishing Company Pvt. Ltd.,-,-,9th Standard,-,-,0
2391,-,New Demensions in Mathematics,"Verma, S",Prachi India Pvt.Ltd.,-,-,9th Standard,-,-,0
2392,-,ABC of Mathematics,"Mishra, U",Holy Faith International,-,-,9th Standard,-,-,0
2393,-,Tools for formative Assessments & Lab Manual in Mathematics,"Singh, A P",S.Dinesh & Co.,-,-,9th Standard,-,-,0
2394,-,Tools for formative Assessments & Lab Manual in Mathematics,"Singh, A P",S.Dinesh & Co.,-,-,9th Standard,-,-,0
2395,-,Social science workbook 9,Verma S. Tyagi R. k.,S.Dinesh & Co.,-,-,9th Standard,-,-,360
2396,-,Exam Mantra sample Question papers Mathematics,"Gupta, N",Inspiration Publication,-,-,9th Standard,-,-,0
2397,-,100% Success sample papers in Mathematics,"Kataria, J K",Evergreen Publication India Ltd.,-,-,9th Standard,-,-,0
2398,-,Exam Mantra sample Question papers Mathematics,"Dubet, V",Inspiration Publication,-,-,9th Standard,-,-,0
2399,-,Introductory macro economics 12,-,Shree mahavir book depot,-,-,12th  Standard,-,-,360
2400,-,"Me ""n"" Mine Mathematics","Wadhwa, K and Loomba, A",Saraswati House Pvt.Ltd.,-,-,9th Standard,-,-,0
2401,-,Super Simplified Mathematics,"Arora, O.P, Bhandari, V K and Singh, A P",S.Dinesh & Co.,-,-,9th Standard,-,-,0
2402,-,Mathematics,"Dass, H K and Verma, R",S.Chand & Comapany Ltd.,-,-,9th Standard,-,-,0
2403,-,Practical Manual,add,Saraswati House Pvt.Ltd.,-,-,9th Standard,-,-,0
2404,-,Secondary School Mathematics,"Aggarwal, R S and Aggarwal, V",Bharti Bhavan Publishers,-,-,9th Standard,-,-,0
2405,-,Introductory micro economics 11,"Bahuguna, R",Dhanpat Rai & co,-,-,11th  Standard,-,-,475
2406,-,Text Book of mathematics,"Chibber, S N",Arya Book Depot,-,-,9th Standard,-,-,0
2407,-,Mathematics,"Dass, H K and Verma, R",S.Chand & Comapany Ltd.,-,-,9th Standard,-,-,0
2408,-,Laboratory Manual Mathematics,"Aggarwal, M L",Arya Publication,-,-,9th Standard,-,-,0
2409,-,Systematics Mathematics,"Lal, H",Sultan Chand & Sons Pvt.Ltd.,-,-,9th Standard,-,-,0
2410,-,Examguru social science,-,Full Marks,-,-,9th Standard,-,-,360
2411,-,Laboratory Manual Mathematics,"Aggarwal, M L",Arya Publication,-,-,9th Standard,-,-,0
2412,-,Secondary Mathematics,"Sarna, C S, Gupta, R G and Gang, P K",Arya Publication,-,-,9th Standard,-,-,0
2413,-,Question Bank in Science,add,Tata McGraw-Hill Publishing Comapany Ltd.,-,-,9th Standard,-,-,0
2414,-,Lab Manual Science,"Sharma, N, Ratti, M and Malhotra, C",S.Dinesh & Co.,-,-,9th Standard,-,-,0
2415,-,Multiple choice Questions in Science,"Sharma, N K",Amanda Imprint,-,-,9th Standard,-,-,0
2416,-,ABC of Science and Technology: Biology,"Arora, B B and sabharwal, A K",Holy Faith International,-,-,9th Standard,-,-,0
2417,-,Science activities,"Sharma, N k and Singh, S",Laxmi Publication Pvt. Ltd.,-,-,9th Standard,-,-,0
2418,-,Science: A book with a Difference,"Gupta, R C, saxena, S P and Arora, K",New Age International P.Ltd.,-,-,9th Standard,-,-,0
2419,-,Science: Physics,"Singh, l and Kaur, M",Eurasia Publishing House,-,-,9th Standard,-,-,0
2420,-,Foundation Science: Biology,"Mishra, N K and saha, L C",Bharti Bhavan Publishers,-,-,9th Standard,-,-,0
2421,-,ABC of Science and Technology,"Jauhar, S P?et all",Holy Faith International,-,-,9th Standard,-,-,0
2422,-,Science workbook,"Gupta, K K",Pitamber Publishing Company Pvt. Ltd.,-,-,9th Standard,-,-,0
2423,-,Laboratory Skills Science,"Jacob, A and Jain, M",Arya Book Depot,-,-,9th Standard,-,-,0
2424,-,Living Science : Biology,"Rao, D K and Kaur J J",Ratna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
2425,-,Living Science : Biology,"Rao, D K and Kaur J J",Ratna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
2426,-,Disney's : the prince and the pauper,-,Grolier book club edition,-,-,Story books,-,-,0
2427,-,ABC of Science and Technology Practicles,"Khosla, V K, Kaul, K N and Sharma, P K",Holy Faith International,-,-,9th Standard,-,-,0
2428,-,ABC of Science and Technology,"Jauhar, S P?et all",Holy Faith International,-,-,9th Standard,-,-,0
2429,-,"Me ""n"" Mine Mathematics","Sinha, N and marwah, A",Saraswati House Pvt.Ltd.,-,-,9th Standard,-,-,0
2430,-,Secondary Biology: first and second,"Pal, Y and Singh, j",Arya Publication,-,-,9th Standard,-,-,0
2431,-,Living science : physics,"Doshi, D M",Ratna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
2432,-,Science: Biology,"Verma, P S and Agarwal, V K",S.Chand & Comapany Ltd.,-,-,9th Standard,-,-,0
2433,-,Science: Chemistry,"Sing, L and Kaur, M",S.Chand & Comapany Ltd.,-,-,9th Standard,-,-,0
2434,-,New learning science 7,"Gupta, Bindoo",Frank Educational Aids,-,-,7th Standard,-,-,375
2435,-,Living Science: Biology,"Rao, D K and Kaur J J",Ratna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
2436,-,Lab Manual in Science,"Pani, B",Jay Cee Publications,-,-,9th Standard,-,-,0
2437,-,Lab Manual in Science: with sample Question papers,"Pani, B",Jay Cee Publications,-,-,9th Standard,-,-,0
2438,-,Science: Model sample papers,"Purang, Y P",Avichal Publishing Company,-,-,9th Standard,-,-,0
2439,-,ABC of Science Chemistry,"Jahar, S P",Holy Faith International,-,-,9th Standard,-,-,0
2440,-,"Me ""n"" Mine Mathematics","Sinha, N and marwah, A",Saraswati House Pvt.Ltd.,-,-,9th Standard,-,-,0
2441,-,Together with science: Multiple Choice Questions,"Goel, A, Verma, A S and Divya",Rachna Sagar PVT.Ltd.,-,-,9th Standard,-,-,0
2442,-,ABC of Practocal Science,"Khosla, V K,Kapoor, N and Wadhawan, K L",Holy Faith International,-,-,9th Standard,-,-,0
2443,-,ABC of Science : Multipal choice Questions,"Khosla, V K,Kapoor, N and Wadhawan, K L",Holy Faith International,-,-,9th Standard,-,-,0
2444,-,Science Experiments,"Seth, C K, Haridas, G and Kahar, U",Prachi India Pvt.Ltd.,-,-,9th Standard,-,-,0
2445,-,Science: Countinuos and Comprehensive Evalution,add,Global Publications Pvt. Ltd.,-,-,9th Standard,-,-,0
2446,-,Together with science: Lab Skills,"Goel, A, Verma, A S and Divya",Rachna Sagar PVT.Ltd.,-,-,9th Standard,-,-,0
2447,-,General Knowledge 2018,-,Arihant,-,-,Non - fiction,-,-,120
2448,-,Super Simplified Science Biology,"Bhatia, K N and Mishra, C S",S.Dinesh & Co.,-,-,9th Standard,-,-,0
2449,-,Super Simplified Science Physics,"Sharma, S K",S.Dinesh & Co.,-,-,9th Standard,-,-,0
2450,-,Together with science: Lab Skills,"Goel, A, Verma, A S and Divya",Rachna Sagar PVT.Ltd.,-,-,9th Standard,-,-,0
2451,-,"Science: Physics, Chemistry and Biology","Verma,R",S.Chand & Comapany Ltd.,-,-,9th Standard,-,-,0
2452,-,Academic Science,"Verma, N K, Sharma, J P and Juneja, J K",Amanda Imprint,-,-,9th Standard,-,-,0
2453,-,Together woth Continuous and comprehensive Evalution in Science,"Manchanda, R P?et all",Rachna Sagar PVT.Ltd.,-,-,9th Standard,-,-,0
2454,-,General Knowedge 2018,-,Arihant,-,-,Non - fiction,-,-,120
2455,-,Science in Lab,Anand. A,Vikas Books Ltd.,-,-,9th Standard,-,-,0
2456,-,ABC of Science: Multiple choice Questions,"Khosla, V K, Kapoor, N and wadhawan, K L",Holy Faith International,-,-,9th Standard,-,-,0
2457,-,Science : workbook,"Darji, V M",Holy Faith International,-,-,9th Standard,-,-,0
2458,-,100% Success sample papers in Science,"Singh, P and Singh, J",Evergreen Publication India Ltd.,-,-,9th Standard,-,-,0
2459,-,Foundation Science : chemistry,"Singh, A K",Bharti Bhavan Publishers,-,-,9th Standard,-,-,0
2460,-,ABC od Science and Technology : Chemistry,"Jahar, S P",Holy Faith International,-,-,9th Standard,-,-,0
2461,-,Secondary Chemistry,"Mishra, R R",Arya Publication,-,-,9th Standard,-,-,0
2462,-,Living science Chemistry,"Syamal, A",Ratna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
2463,-,ABC od Science and Technology : Chemistry,"Jahar, S P",Holy Faith International,-,-,9th Standard,-,-,0
2464,-,Secondary Chemistry,"Mishra, R R",Arya Publication,-,-,9th Standard,-,-,0
2465,-,Science lab Manual for formative assessments with practical skills,"Sally, V K and Srivastava, C",Goyal brothers Prakashan,-,-,9th Standard,-,-,0
2466,-,Science & Technology: Chemistry,"Syamal, A",Ratna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
2467,-,Secondary Chemistry,"Mishra, R R",Arya Publication,-,-,9th Standard,-,-,0
2468,-,ABC of Science: Physics,"Batra, S",Holy Faith International,-,-,9th Standard,-,-,0
2469,-,Secondary Physics,"Shreelatha,A P and Singh, N",Arya Publication,-,-,9th Standard,-,-,0
2470,-,ABC of Science: Physics,"Batra, S",Holy Faith International,-,-,9th Standard,-,-,0
2471,-,Science: Assignments & Practice Material,"Gupta, R C, saxena, S P and Arora, K",New Age International P.Ltd.,-,-,9th Standard,-,-,0
2472,-,Together with science : Lab Skills,"Goel, A, Verma, A S and Divya",Rachna Sagar PVT.Ltd.,-,-,9th Standard,-,-,0
2473,-,Introductory Information Technology,add,Cambridge University Press,-,-,9th Standard,-,-,0
2474,-,Introductory Information Technology,add,Cambridge University Press,-,-,9th Standard,-,-,0
2475,-,Mathematics 12 vol-1,Sharma R.D,Dhanapat Rai & Co.,-,-,12th  Standard,-,-,935
2476,-,Foundation of Information technology,"Arora, Sumita",Dhanpat Rai & Co.Ltd,-,-,9th Standard,-,-,0
2477,-,Abc of Information Technology,"Jaini, C",Holy Faith International,-,-,9th Standard,-,-,0
2478,-,Foundation of Information technology,"Arora, S",Dhanpat Rai & Co.Ltd,-,-,9th Standard,-,-,0
2479,-,Foundation of Information technology,"Sood, R",Arya Publication,-,-,9th Standard,-,-,0
2480,-,Exam Mantra sample Question papers : Foundation of Information Technology,"Chauhan, K",Inspiration Publication,-,-,9th Standard,-,-,0
2481,-,Exam Mantra sample Question papers : Foundation of Information Technology,"Chauhan, K",Inspiration Publication,-,-,9th Standard,-,-,0
2482,-,"Me ""n"" Mine English Communicative","Sharma, M M",Saraswati House Pvt.Ltd.,-,-,9th Standard,-,-,0
2483,-,Made sample English Communicative,"Bose, S D n",Madhubun Educational Books,-,-,9th Standard,-,-,0
2484,-,English Communicative,add,Full Marks Pvt. Ltd.,-,-,9th Standard,-,-,0
2485,-,Learning to intract in English,add,Franksons,-,-,9th Standard,-,-,0
2486,-,Exam Mantra sample Question papers : English Communications,"Pandya, S",Inspiration Publication,-,-,9th Standard,-,-,0
2487,-,Exam Mantra sample Question papers : English Communications,"Mongia, K",Inspiration Publication,-,-,9th Standard,-,-,0
2488,-,Learning to intract in English,add,Franksons,-,-,9th Standard,-,-,0
2489,-,Exam Mantra sample Question papers : English Communications,"Mongia, K",Inspiration Publication,-,-,9th Standard,-,-,0
2490,-,"Me ""n"" Mine English Communicative","Sharma, M M",Saraswati House Pvt.Ltd.,-,-,9th Standard,-,-,0
2491,-,"Me ""n"" Mine English Communicative","Sharma, M M",Saraswati House Pvt.Ltd.,-,-,9th Standard,-,-,0
2492,-,English Communicative Test Papers,"Gupta, R K and Dahiya, R C",Laxmi Publication Pvt. Ltd.,-,-,9th Standard,-,-,0
2493,-,Manthan Hindi Pathyapustak,-,Dreamland Publications,-,-,3rd Standard,-,-,312
2494,-,Communicative English,"Anand, R and Kaul, N",Oxford University Press,-,-,9th Standard,-,-,0
2495,-,"English Communicative Test Papers, Vol. 2","Gupta, R K , Dahiya, R C and Chabra, V",Laxmi Publication Pvt. Ltd.,-,-,9th Standard,-,-,0
2496,-,English Communicative Test Papers,"Gupta, R K",Laxmi Publication Pvt. Ltd.,-,-,9th Standard,-,-,0
2497,-,English Communicative Test Papers,add,Laxmi Publication Pvt. Ltd.,-,-,9th Standard,-,-,0
2498,-,English Communicative,add,S.Dinesh & Co.,-,-,9th Standard,-,-,0
2499,-,"Tools for formative & Summative Assessments  : English Communicative, Vol. 1",add,S.Dinesh & Co.,-,-,9th Standard,-,-,0
2500,-,One night at call center,"Bhagat, Chetan",Rupa Publication,-,-,Fiction,-,-,140
2501,-,Modern Introduction to Computer Guide,Kautilya,C. Jamnadas & Co.,-,-,9th Standard,-,-,0
2502,-,Galaxy a course in science 6,-,Indiannica learning private limited,-,-,6th Standard,-,-,370
2503,-,ABC of Social sciences : History,"Mishra, P and Kumar, A",Holy Faith International,-,-,9th Standard,-,-,0
2504,-,The magic school bus blasts into space,-,Scholastic,-,-,Story books,-,-,150
2505,-,Social Sciences,"Mishra, M and Sehgal, G",Avichal Publishing Company,-,-,9th Standard,-,-,0
2506,-,Made sample Social science,"Tandon, M?et all",Madhubun Educational Books,-,-,9th Standard,-,-,0
2507,-,Secondary Social Sciences,"Tayal, B B, Gupta, B L and Ghai, V",Arya Publication,-,-,9th Standard,-,-,0
2508,-,I am a leaf,-,Scholastic,-,-,Story books,-,-,150
