5453,-,"Sample question papers : Mathematics , term 2",Oswaal Books,Oswaal Books,-,-,9th Standard,-,-,0
5454,-,Sample question papers : Accountancy,Oswaal Books,Oswaal Books,-,-,12th Standard,-,-,0
5455,-,Sample question papers : Mathematics,Oswaal Books,Oswaal Books,-,-,11th Standard,-,-,0
5456,-,Question Bank : Physics,Oswaal Books,Oswaal Books,-,-,12th Standard,-,-,0
5457,-,Leadership by example : the ten key principles of all great leaders,"Chopra, Sanjiv.",Thomas Dunne Books,-,-,General,-,-,0
5458,-,Up from slavery: Booker T.Washington,"Joshi, R., Wanchoo, I L and Raina, B B",Goyal Brothers Prakashan.,-,-,General,-,-,0
5459,-,New english junction 8,"Bakshi,S and Nathan, S S",Sangam Books,-,-,8th Standard,-,-,318
5460,-,"Mathematics; including value based question, Term1 &2","Upadhyay, A.K. & Upadhyay, S.",S.K.Kataria & Sons,-,-,9th Standard,-,-,0
5461,-,Introductory micro economics 12,-,Shree mahavir book depot,-,-,10th Standard,-,-,320
5462,-,"Secondary  school Mathematics, 9th standard","Aggarwal, R S and Aggarwal, V",Bharti Bhavan Publishers,-,-,9th Standard,-,-,0
5463,-,"Secondary school Mathematics,10th standard","Aggarwal, R S and Aggarwal, V",Bharti Bhawan,-,-,10th Standard,-,-,0
5464,-,"Foundation Science Biology, 9th standard","Mishra, N K and saha, L C",Bharti Bhavan Publishers,-,-,9th Standard,-,-,0
5465,-,"Foundation science Biology, 10th standard","Mishra, N K and saha, L C",Bharti Bhawan,-,-,10th Standard,-,-,0
5466,-,"Foundation science Chemistry,  9th standard","Singh, A K",Bharti Bhavan Publishers,-,-,9th Standard,-,-,0
5467,-,"Foundation science  Chemistry,10th standard","Singh, A K",Bharti Bhawan,-,-,10th Standard,-,-,0
5468,-,"Foundation science Physics,  9th standard","Verma, H.C.",Bharti Bhavan Publishers,-,-,9th Standard,-,-,0
5469,-,"Foundation science Physics,10th standard","Verma, H.C.",Bharti Bhawan,-,-,10th Standard,-,-,0
5470,-,Concept of Physics 2,"Verma, H.C.",-,-,-,Reference,-,-,0
5471,-,Modern approach to intermediate trigonometry,"Gupta, Ashit Das; Prasad,Surya Bhushan",-,-,-,Reference,-,-,0
5472,-,Modern approach to intermediate statistics and probability,"Gupta, Ashit Das; Thakur, S.N",-,-,-,Reference,-,-,0
5473,-,New communicate in english 8,"Raman, U",Ratna  Sagar,-,-,8th Standard,-,-,459
5474,-,New maths time 7,"Subramaniam, S.",Orient BlackSwan,-,-,7th Standard,-,-,327
5475,-,"Sample study of Physics,  Class 10","Gupta,S.C.",Srijan Publication Pvt. Ltd.,-,-,10th Standard,-,-,0
5476,-,"Sample study of Physics, Class 9","Gupta,S.C.",Srijan Publication Pvt. Ltd.,-,-,9th Standard,-,-,0
5477,-,"Science part-1 :Physics, Class 9","Kimar,Narendra",G.R.Bathla Pblication Pvt.Ltd.,-,-,9th Standard,-,-,0
5478,-,"Science part-1 :Physics, Class 10","Kimar,Narendra",G.R.Bathla Pblication Pvt.Ltd.,-,-,10th Standard,-,-,0
5479,-,"Science part-2 :Chemistry, Class 9","Malhotra, Satinder",G.R.Bathla Pblication Pvt.Ltd.,-,-,9th Standard,-,-,0
5480,-,"Science part-2 :Chemistry, Class 10","Malhotra, Satinder",G.R.Bathla Pblication Pvt.Ltd.,-,-,10th Standard,-,-,0
5481,-,"Biology, science part-3","Kumar,Mukesh",G.R.Bathla Pblication Pvt.Ltd.,-,-,9th Standard,-,-,0
5482,-,"Biology, science part-3","Kumar,Mukesh",G.R.Bathla Pblication Pvt.Ltd.,-,-,10th Standard,-,-,0
5483,-,Geography 10,-,Goyal Brother Prakashan,-,-,10th Standard,-,-,230
5484,-,Heart and mind,-,-,-,-,5nd Standard,-,-,170
5485,-,"Scince Practical, Term1&2","Kimar,Narendra;Malhotra, Satinder &Kumar,Mukesh",G.R.Bathla Pblication Pvt.Ltd.,-,-,10th Standard,-,-,0
5486,-,Together with Economics with solution: support material for CBSE examination 2016,"Aggarwal, Subhash",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5487,-,Sample papers : Economics,"Sahrma, Rekha",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5488,-,Together with Physics: support material for CBSE examination 2016,"Bhandari,N.S.",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5489,-,Together with Physics with solution: support material for CBSE examination 2016,"Bhandari,N.S.",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5490,-,Sample papers : Physics,"Bhandari,N.S.",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5491,-,Together with MAthematicss with solution: support material for CBSE examination 2016,"Dewan, Rajesh K.",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5492,-,Sample papers : Mathematics,"Dewan, Rajesh K.",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5493,-,"Together with Hindi B with solution, term 2: for CBSE examination 2016","Jain,Shashi & Chawa,Vina",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5494,-,"Sample papers : Hindi B, term 2","Jain,Shashi & Chawa,Vina",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5495,-,"Together with English communicative, term 2 ,Class 9","Jain, Rachana; Sharma, Neeta",Rachna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
5496,-,"Together with English communicative solution , term 2, Class 9","Jain, Rachana; Sharma, Neeta",Rachna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
5497,-,"Together with English communicative, term 2 ,Class 10","Ravi,Sudha; Gulanti, Sabina",Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5498,-,"Together with English communicative solution , term 2, Class 10","Ravi,Sudha; Gulanti, Sabina",Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5499,-,"Sample papers : English cimmunicative, term 2, class 10",-,Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5500,-,"Together with Mathematis with solution, term 2 ,Class 9","Batra, S.K.",Rachna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
5501,-,"Together with Mathematis with solution, term 2 ,Class 9","Batra, S.K.",Rachna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
5502,-,"Together with Mathematis with solution, term 2 ,Class 10","Batra, S.K.",Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5503,-,"Together with Mathematis with solution, term 2 ,Class 10","Batra, S.K.",Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5504,-,"Together with Sanskritam with solution, term 2 ,Class 9","Sahstri, Hariom",Rachna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
5505,-,"Together with Sanskritam with solution, term 2 ,Class 9","Sahstri, Hariom",Rachna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
5506,-,"Together with Sanskritam with solution, term 2 ,Class 10",-,Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5507,-,"Together with Sanskritam with solution, term 2 ,Class 10",-,Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5508,-,Project work: Accountancy and Business study,"Jain, Ritu",Rachna Sagar Pvt. Ltd.,-,-,12th Standard,-,-,0
5509,-,GK,-,G.Ram Books,-,-,2nd Standard,-,-,0
5510,-,Mathematics,-,G.Ram Books,-,-,2nd Standard,-,-,0
5511,-,Interaction social science,-,Trend Setters Books Ltd,-,-,8th Standard,-,-,390
5512,-,"Textbook of Mathematics, term 2,Class 9","Capoor,Monica",Rachna Sagar Pvt. Ltd.,-,-,9th Standard,-,-,0
5513,-,"Textbook of Mathematics, term 1,Class 10","Capoor,Monica",Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5514,-,"Textbook of Mathematics, term 2,Class 10","Capoor,Monica",Rachna Sagar Pvt. Ltd.,-,-,10th Standard,-,-,0
5515,-,"Open text based assessments,term 2,class 9",-,Oswaal Books,-,-,9th Standard,-,-,0
5516,-,Invisible man,"Wells, H.G.",Arihant Prakashan,-,-,12th Standard,-,-,0
5517,-,Invisible man,"Wells, H.G.",Full Marks Pvt. Ltd.,-,-,12th Standard,-,-,0
5518,-,Invisible man,"Wells, H.G.",Avichal Publishing Company,-,-,12th Standard,-,-,0
5519,-,Silas Marner:the weaver of ravaloe,"Eliot, George",Arya Publication,-,-,12th Standard,-,-,0
5520,-,Silas Marner:the weaver of ravaloe,"Eliot, George",Avichal Publishing Company,-,-,12th Standard,-,-,0
5521,-,Silas Marner:the weaver of ravaloe,"Eliot, George",Arihant Prakashan,-,-,12th Standard,-,-,0
5522,-,Gullver''s Travels,"swift, Jonathan",Arya Publication,-,-,9th Standard,-,-,0
5523,-,Gullver''s Travels,"swift, Jonathan",Arihant Prakashan,-,-,9th Standard,-,-,0
5524,-,Gullver''s Travels,"swift, Jonathan",Jiwan Publishing House,-,-,9th Standard,-,-,0
5525,-,Diary of a young girl,"Frank, Anne",Avichal Publishing Company,-,-,10th Standard,-,-,0
5526,-,Diary of a young girl,"Frank, Anne",Arihant Prakashan,-,-,10th Standard,-,-,0
5527,-,Story of my life,"Keller, Helen",Full Marks Pvt. Ltd.,-,-,10th Standard,-,-,0
5528,-,Story of my life,"Keller, Helen",Arihant Prakashan,-,-,10th Standard,-,-,0
5529,-,Up from slavery,"Washington, Booker T.",Jiwan Publishing House,-,-,11th Standard,-,-,0
5530,-,Up from slavery,"Washington, Booker T.",Arihant Prakashan,-,-,11th Standard,-,-,0
5531,-,Three men in a boat,"Jerome, Jerome K.",Full Marks Pvt. Ltd.,-,-,9th Standard,-,-,0
5532,-,Three men in a boat,"Jerome, Jerome K.",Arihant Prakashan,-,-,9th Standard,-,-,0
5533,-,Canterville ghost,"Wilde, Oscar",Arya Publication,-,-,11th Standard,-,-,0
5534,-,Nayi udaan 5,-,Tarun Publiactions,-,-,5th Standard,-,-,275
5535,-,Canterville ghost,"Wilde, Oscar",Arihant Prakashan,-,-,11th Standard,-,-,0
5536,-,Learning maths 6,Kalpana,Frank Educational Aids,-,-,6th Standard,-,-,365
5537,-,"Vyakran Sopan: Hindi Course B,Class 9",Kalpana,Arya Publication,-,-,10th Standard,-,-,0
5538,-,Sanskrit Sandarshika,"Mishra, Shyamj Chandra",Arya Publication,-,-,9th Standard,-,-,0
5539,-,Sanskrit Sandarshika,"Mishra, Shyamj Chandra",Arya Publication,-,-,10th Standard,-,-,0
5540,-,"Textbook of Computer science with C++, Class 12","Arora,Preeti",sultan Chand,-,-,12th Standard,-,-,0
5541,-,"Learning Sciece: Physics, class 9","Baig, M. Jawed",Rastogi Publications,-,-,9th Standard,-,-,0
5542,-,"Learning Sciece: Physics, class 10","Baig, M. Jawed",Rastogi Publications,-,-,10th Standard,-,-,0
5543,-,"Learning Sciece: Biology, class 9","Pande,P.C. & Jain, D.K",Rastogi Publications,-,-,9th Standard,-,-,0
5544,-,"Learning Sciece: Biology, class 10","Pande,P.C. & Jain, D.K",Rastogi Publications,-,-,10th Standard,-,-,0
5545,-,"Learning Sciece: Chemistry, class 9","Verma, S. P.",Rastogi Publications,-,-,9th Standard,-,-,0
5546,-,"Learning Sciece: Chemistry, class 10","Verma, S. P.",Rastogi Publications,-,-,10th Standard,-,-,0
5547,-,"Laboratory manual: Science,  class 9, term 1 & 2","Garg,Bhavna",Arihant Prakashan,-,-,9th Standard,-,-,0
5548,-,"Laboratory manual: Mathematics,  class 9, term 1 & 2","Malik, Divya",Arihant Prakashan,-,-,10th Standard,-,-,0
5549,-,"Laboratory manual: Science,  class 10, term 1 & 2","Garg,Bhavna",Arihant Prakashan,-,-,9th Standard,-,-,0
5550,-,"Laboratory manual: Mathematics,  class 10, term 1 & 2","Malik, Divya",Arihant Prakashan,-,-,10th Standard,-,-,0
5551,-,"Laboratory manual : Chemistry,  class 11","Bhatiya, Reetika Gulanti",Arihant Prakashan,-,-,11th Standard,-,-,0
5552,-,Value education 5,-,Tarun Publiactions,-,-,5th Standard,-,-,165
5553,-,"Laboratory manual : Physics,  class 11","Sinha, S.K",Arihant Prakashan,-,-,11th Standard,-,-,0
5554,-,Chemistry volumne 2,-,Laxmi Publications (P) Ltd.,-,-,12th Standard,-,-,1250
5555,-,Our environment: textbook in geography for class 7,-,NCERT,-,-,7th Standard,-,-,50
5556,-,The secret seven :secret seven on the trail,Blyton Enid,Hachette book publishing,-,-,Novel,-,-,150
5557,-,"Move fast with Physics, class 11","Arora, S.L.",Arihant Prakashan,-,-,11th Standard,-,-,0
5558,-,"100% Success sample papers in Science, term 2, class 10","Singh, Pradeep",Evergreen Publication India Ltd.,-,-,10th Standard,-,-,0
5559,-,"100% Success sample papers in Social Science, term 2, class 10",-,Evergreen Publication India Ltd.,-,-,10th Standard,-,-,0
5560,-,"100% Success sample papers in English Communicative , term 2, class 10",-,Evergreen Publication India Ltd.,-,-,10th Standard,-,-,0
5561,-,"100% Success sample papers in Mathematics, term 2, class 10",-,Evergreen Publication India Ltd.,-,-,10th Standard,-,-,0
5562,-,"100% Success sample papers in English Communicative , term 2, class  9",-,Evergreen Publication India Ltd.,-,-,9th Standard,-,-,0
5563,-,Statistics for economics 11,-,sultan Chand,-,-,11th  Standard,-,-,295
5564,-,"The Secret Seven : three cheers ,secret seven 8",Blyton Enid,Hodder children's books,-,-,Novel,-,-,150
5565,-,"Mathematics, class 10","Shinha, K C",Rastogi Publications,-,-,10th Standard,-,-,0
5566,-,"Learning Mathematics, class 9","Aggarwal, M.L.",Arya Publication,-,-,9th Standard,-,-,0
5567,-,Social science History,-,Goyal Brother Prakashan,-,-,10th Standard,-,-,220
5568,-,Last 5 years solved papers in Mathematics,-,Evergreen Publication India Ltd.,-,-,12th Standard,-,-,0
5569,-,Business Studies,-,Arihant Prakashan,-,-,12th Standard,-,-,0
5570,-,Differential calculus,"Agarwal, Amit M.",Arihant Prakashan,-,-,11 & 12th Standard,-,-,0
5571,-,Coordinate geometry,"Goyal, S.K.",Arihant Prakashan,-,-,11 & 12th Standard,-,-,0
5572,-,The compelete adventures of Feluda,Ray Satyajit,Penguin Books,-,-,Detective novel,-,-,499
5573,-,Algebra,"Goyal, S.K.",Arihant Prakashan,-,-,11 & 12th Standard,-,-,0
5574,-,Integral Calculus,"Agarwal, Amit M.",Arihant Prakashan,-,-,11 & 12th Standard,-,-,0
5575,-,Differential calculus,"Agarwal, Amit M.",Arihant Prakashan,-,-,11 & 12th Standard,-,-,0
5576,-,Modern approach to chemical calculations: an introducation to the modern concept,"Mukerjee, Ramendra C.",Bharti Bhawan,-,-,11 & 12th Standard,-,-,0
5577,-,Objective Physics for JEE mains,Aggarwal D.K.,Disha Publications,-,-,11 & 12th Standard,-,-,0
5578,-,Objective Mathematics  for JEE mains,"Srivastav,  Anoop",Disha Publications,-,-,11 & 12th Standard,-,-,0
5579,-,Organic chemistry for chemistry:JEE,Tondon O.P,G.R.Bhatiya Publicationa,-,-,12th Standard,-,-,0
5580,-,Essential physical chemistry,"Shahi, Ranjeet",Arihant Prakashan,-,-,12th Standard,-,-,0
5581,-,"Computers and information technology, Set B- Class  2-11",-,Science Olympiad Foundation,-,-,2-11 Standard,-,-,0
5582,-,"Mathematics Olympiad , Set B- Class  1-11",-,Science Olympiad Foundation,-,-,1-11 Standard,-,-,0
5583,-,"Mathematics Olympiad , Set B- Class  1-11",-,Science Olympiad Foundation,-,-,1-11 Standard,-,-,0
5584,-,Parlons le francais: method de francais -0,"Kaur, Harpreet",Tarun Publication,-,-,Teachers,-,-,0
5585,-,Parlons le francais: method de francais -1,"Kaur, Harpreet",Tarun Publication,-,-,Teachers,-,-,0
5586,-,Parlons le francais: method de francais -2,"Kaur, Harpreet",Tarun Publication,-,-,Teachers,-,-,0
5587,-,Parlons le francais: method de francais -3,"Kaur, Harpreet",Tarun Publication,-,-,Teachers,-,-,0
5589,-,"Eureka Plus! Bringing Science To life: teacher''s handbook, class 6","Souza, J M D and souza k",Macmillan Publisher India Ltd.,-,-,6th Standard,-,-,0
5590,-,"Eureka Plus! Bringing Science To life: teacher''s handbook, class 7","Souza, J M D and souza k",Macmillan Publisher India Ltd.,-,-,7th Standard,-,-,0
5591,-,"Eureka Plus! Bringing Science To life: teacher''s handbook, class 8","Souza, J M D and souza k",Macmillan Publisher India Ltd.,-,-,,-,-,0
5592,-,"What''s what book For General knowledge: life skill & brain-teasrs, class 1",-,Viva Education,-,-,1st Standard,-,-,0
5593,-,NCERT mathematics practice book 8,"Sharma, A",S. Chand School,-,-,8th Standard,-,-,130
5594,-,"What''s what book For General knowledge: life skill & brain-teasrs, class 3",-,Viva Education,-,-,3rd Standard,-,-,0
5595,-,"What''s what book For General knowledge: life skill & brain-teasrs, class 4",-,Viva Education,-,-,4th Standard,-,-,0
5596,-,"What''s what book For General knowledge: life skill & brain-teasrs, class 5",-,Viva Education,-,-,5th Standard,-,-,0
5597,-,"What''s what book For General knowledge: life skill & brain-teasrs, class 6",-,Viva Education,-,-,6th Standard,-,-,0
5598,-,"What''s what book For General knowledge: life skill & brain-teasrs, class 7",-,Viva Education,-,-,7th Standard,-,-,0
5599,-,"Learnwell computers, class 1",P. Kumar,Holy Faith International,-,-,1st Standard,-,-,0
5600,-,"Learnwell computers, class 2",P. Kumar,Holy Faith International,-,-,2nd Standard,-,-,0
5601,-,"Learnwell computers, class 3",P. Kumar,Holy Faith International,-,-,3rd Standard,-,-,0
5602,-,"Learnwell computers, class 4",P. Kumar,Holy Faith International,-,-,4th Standard,-,-,0
5603,-,"Golden Sanskrit , class 10","Gupta, Parmanand",New Age International,-,-,10th Standard,-,-,0
5604,-,"English  first, an integrated communication skill course, class 8","Kaushik, Sharda",Viva Education,-,-,8th Standard,-,-,0
5605,-,"Mathematics: term 1, class 9","Singh, Manjeet",Full Marks Pvt. Ltd.,-,-,9th Standard,-,-,0
5606,-,"Mathematics: term 1, class 9","Singh, Manjeet",Full Marks Pvt. Ltd.,-,-,9th Standard,-,-,0
5607,-,"Mathematics: term 1, class 10","Singh, Manjeet",Full Marks Pvt. Ltd.,-,-,10th Standard,-,-,0
5608,-,"Mathematics: term 1, class 10","Singh, Manjeet",Full Marks Pvt. Ltd.,-,-,10th Standard,-,-,0
5609,-,"Mind Xpress, class 8","Bharati, A",Macmillan Publisher India Ltd.,-,-,8th Standard,-,-,0
5610,-,"Mind Xpress, answer key class 6 - 8","Bharati, A",Macmillan Publisher India Ltd.,-,-,6-8th Standard,-,-,0
5611,-,"Next explorers EVS, class 2",-,Next books,-,-,2nd Standard,-,-,0
5612,-,"Science, class 3","Singh, Lakhmir",S.Chand Publication,-,-,3rd Standard,-,-,0
5613,-,"Science, class 4","Singh, Lakhmir",S.Chand Publication,-,-,4th Standard,-,-,0
5614,-,"Suceess with Buzzword: Communicative English for Schools, class 1","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,1st Standard,-,-,0
5615,-,"Suceess with Buzzword: Communicative English for Schools: teacher resource pack, class 1","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,1st Standard,-,-,0
5616,-,"Suceess with Buzzword: Communicative English for Schools, class 2","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,2nd Standard,-,-,0
5617,-,"Suceess with Buzzword: Communicative English for Schools: teacher resource pack, class 2","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,2nd Standard,-,-,0
5618,-,"Suceess with Buzzword: Communicative English for Schools, class 3","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,3rd Standard,-,-,0
5619,-,"Suceess with Buzzword: Communicative English for Schools: teacher resource pack, class 3","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,3rd Standard,-,-,0
5620,-,"Suceess with Buzzword: Communicative English for Schools, class 4","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,4th Standard,-,-,0
5621,-,"Suceess with Buzzword: Communicative English for Schools: teacher resource pack, class 4","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,4th Standard,-,-,0
5622,-,"Suceess with Buzzword: Communicative English for Schools, class 4","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,4th Standard,-,-,0
5623,-,"Suceess with Buzzword: Communicative English for Schools: teacher resource pack, class 4","Anil, Leena Kaimal",Orient BlackSwan Pvt.Ltd,-,-,4th Standard,-,-,0
5624,-,"Success with maths ahed, class 1","Alamelu, K",Orient BlackSwan Pvt.Ltd,-,-,1st Standard,-,-,0
5625,-,"Success with maths ahed: teacher''s manual, class 1",-,Orient BlackSwan Pvt.Ltd,-,-,1st Standard,-,-,0
5626,-,"Success with maths ahed, class 2","Alamelu, K",Orient BlackSwan Pvt.Ltd,-,-,2nd Standard,-,-,0
5627,-,"Success with maths ahed: teacher''s manual, class 2",-,Orient BlackSwan Pvt.Ltd,-,-,2nd Standard,-,-,0
5628,-,"Success with maths ahed, class 3","Alamelu, K",Orient BlackSwan Pvt.Ltd,-,-,3rd Standard,-,-,0
5629,-,"Success with maths ahed: teacher''s manual, class 3",-,Orient BlackSwan Pvt.Ltd,-,-,3rd Standard,-,-,0
5630,-,"Success with maths ahed, class 4","Alamelu, K",Orient BlackSwan Pvt.Ltd,-,-,4th Standard,-,-,0
5631,-,"Success with maths ahed: teacher''s manual, class 4",-,Orient BlackSwan Pvt.Ltd,-,-,4th Standard,-,-,0
5632,-,"Science, class 5","Singh, Lakhmir",S.Chand Publication,-,-,5th Standard,-,-,0
5633,-,"100% Success sample question papers in Mathematics: term 2,class 10","Singh, Manjit",Evergreen Publication India Ltd.,-,-,10th Standard,-,-,0
5634,-,"100% Success sample question papers in Social science: term 2,class 10","Randhawa, K.S.",Evergreen Publication India Ltd.,-,-,10th Standard,-,-,0
5635,-,"100% Success sample question papers in  science: term 2,class 10","Pradeep, Jatinder",Evergreen Publication India Ltd.,-,-,10th Standard,-,-,0
5636,-,"Science, class 5","Singh, Lakhmir",S.Chand Publication,-,-,5th Standard,-,-,0
5637,-,"Garima:text-cum-workbook, class 1","Gupta, Rama",Madhuban Educational Books,-,-,1st Standard,-,-,0
5638,-,"Garima supprot book,class 1","Gupta, Rama",Madhuban Educational Books,-,-,1st Standard,-,-,0
5639,-,"Garima:text-cum-workbook, class 2","Gupta, Rama",Madhuban Educational Books,-,-,2nd Standard,-,-,0
5640,-,"Garima supprot book,class 2","Gupta, Rama",Madhuban Educational Books,-,-,2nd Standard,-,-,0
5641,-,"Garima:text-cum-workbook, class 3","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,3rd Standard,-,-,0
5642,-,"Garima supprot book,class 3","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,3rd Standard,-,-,0
5643,-,"Garima:text-cum-workbook, class 4","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,4th Standard,-,-,0
5644,-,"Garima supprot book,class 4","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,4th Standard,-,-,0
5645,-,"Garima:text-cum-workbook, class 5","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,5th Standard,-,-,0
5646,-,"Garima supprot book,class 5","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,5th Standard,-,-,0
5647,-,"Garima:text-cum-workbook, class 6","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,6th Standard,-,-,285
5648,-,"Garima supprot book,class 6","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,6th Standard,-,-,0
5649,-,"Garima:text-cum-workbook, class 7","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,7th Standard,-,-,0
5650,-,"Garima supprot book,class 7","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,7th Standard,-,-,0
5651,-,"Garima:text-cum-workbook, class 8","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,8th Standard,-,-,0
5652,-,"Garima supprot book,class 8","Jain, Pradeep Kumar",Madhuban Educational Books,-,-,8th Standard,-,-,0
5653,-,"Analysis of financial statements, part B : Class 12","Doel, D.K.",Arya Book Depot,-,-,12th Standard,-,-,0
5654,-,Accountancy part A : Class 12,"Doel, D.K.; Goel, Rajesh",Arya Publishing Copany,-,-,12th Standard,-,-,0
5655,-,"English communicative solved question papers term 2, class 10","Das, Shiv",Shiv Das and sons,-,-,10th Standard,-,-,0
5656,-,"Social Science solved question papers term 2, class 10",-,Shiv Das and sons,-,-,10th Standard,-,-,0
5657,-,"Science solved question papers term 2, class 10",-,Shiv Das and sons,-,-,10th Standard,-,-,0
5658,-,"Mathematics solved question papers term 2, class 10",-,Shiv Das and sons,-,-,10th Standard,-,-,0
5659,-,"15 sample question papers in Accountancy, class 12",-,Arihant Prakashan,-,-,12th Standard,-,-,0
5660,-,"Progress in Computer Science with Python text book , class 12",-,Dhanpat Rai & Co.Ltd,-,-,12th Standard,-,-,0
5661,-,"Progress in Computer Science with Python practical book , class 12",-,Dhanpat Rai & Co.Ltd,-,-,12th Standard,-,-,0
5662,-,"Diary of a young girl, class 10","Frank, Anne",Orient BlackSwan,-,-,10th Standard,-,-,0
5663,-,"Diary of a young girl, class 10","Frank, Anne",Orient BlackSwan,-,-,10th Standard,-,-,0
5664,-,"Gulliver''s travels, class 9","Swift, Jonathan",Orient BlackSwan,-,-,9th Standard,-,-,0
5665,-,"Gulliver''s travels, class 9","Swift, Jonathan",Orient BlackSwan,-,-,9th Standard,-,-,0
5666,-,"Three men in a boat, class 9","Jerome, Jerome K.",Orient BlackSwan,-,-,9th Standard,-,-,0
5667,-,"Up from slavery, class 11","Washington, Booker T.",V Connect education,-,-,11th Standard,-,-,0
5668,-,Silas marner,"Eliot, George",V Connect education,-,-,12th Standard,-,-,0
5669,-,Invisible man,"Wells,H.G.",V Connect education,-,-,12th Standard,-,-,0
5670,-,"Story of my life, class 10","Keller, Helen",Orient BlackSwan,-,-,10th Standard,-,-,0
5671,-,"Mathematics: Vol 2, Class 12","Gupta, Bansal",sultan Chand,-,-,10th Standard,-,-,0
5672,-,"Xam idea mathematics term 2, class 10",-,Global Text Books,-,-,10th Standard,-,-,0
5673,-,"Super simplified Mathematics term 2, class 9","Arora, O.P.",S. Dinesh & Co.,-,-,9th Standard,-,-,0
5674,-,"Mathematics: term  2, Class 10","Dass, H.K.",S. Chand and Company Pvt. Ltd.,-,-,10th Standard,-,-,0
5675,-,"Hindi B, class 9",-,Full Marks Pvt. Ltd.,-,-,9th Standard,-,-,0
5676,-,"Vyakran darshika, class 9-10",-,Saraswati House Pvt.Ltd.,-,-,10th Standard,-,-,0
5677,-,"Hindi vyakran,class 9-10",-,Viva Education,-,-,10th Standard,-,-,0
5678,-,"100% sucess sample question papers in Physics term 2, class 12","Singh, Jatinder",Evergreen Publication India Ltd.,-,-,12th Standard,-,-,0
5679,-,"100% sucess sample question papers in Mathematics term 2, class 12","Sharma, Kapil",Evergreen Publication India Ltd.,-,-,12th Standard,-,-,0
5680,-,"100% sucess sample question papers in Social Science term 1, class 10",-,Evergreen Publication India Ltd.,-,-,10th Standard,-,-,0
5681,-,"100% sucess sample question papers in Social Science term 1, class 9","Randhawa, K.S.",Evergreen Publication India Ltd.,-,-,9th Standard,-,-,0
5682,-,"Question bank in English communicative term 1, class 10",-,Oswaal Books,-,-,10th Standard,-,-,0
5683,-,"Success with getting ahed in Social Science, class 3","Sahgal, Abha; Malik Sushmita",Orient BlackSwan Pvt.Ltd,-,-,3rd Standard,-,-,0
5684,-,"Foundation of Information technology, class 10","Arora, Sumita",Dhanpat Rai & Co.Ltd,-,-,10th Standard,-,-,0
5685,-,"Foundation of Information technology, class 10","Arora, Sumita",Dhanpat Rai & Co.Ltd,-,-,9th Standard,-,-,0
5686,-,"Main aur mera vyakran, class 7",Madhuri,Saraswati Publication,-,-,7th Standard,-,-,0
