GR_NO,c1,c2,c3,c4,c5,c6,c7,C8,C9
2908,1,1,0,0,0,0,1,0,0
2909,1,1,0,0,0,0,1,0,0
2910,1,1,0,0,0,0,1,0,0
2911,1,1,0,0,0,0,1,0,0
2912,0,0,0,0,0,0,0,0,0
2913,0,0,0,0,0,0,0,0,0
2914,1,0,0,0,0,0,1,0,0
2915,1,0,0,0,0,0,1,0,0
2916,1,1,0,0,0,0,1,0,0
2917,1,1,0,0,0,0,1,0,0
2918,1,0,0,0,0,0,1,0,0
2919,1,0,0,0,0,0,1,0,0
2920,1,0,0,0,0,0,1,0,0
2921,0,0,0,0,0,0,0,0,0
2922,0,0,0,0,0,0,0,0,0
2923,0,0,0,0,0,0,0,0,0
2925,1,0,0,0,0,0,1,0,0
2926,1,0,0,0,0,0,1,0,0
2927,1,1,1,1,0,0,1,0,0
2928,1,1,0,0,0,0,1,0,0
2929,1,0,0,0,0,0,1,0,0
2930,1,0,0,0,0,0,1,0,0
2933,1,0,0,0,0,0,1,0,0
2934,1,0,0,0,0,0,1,0,0
2935,1,0,0,0,0,0,1,0,0
2936,0,0,0,0,0,0,0,0,0
2937,1,0,0,0,0,0,1,0,0
2938,1,1,0,0,0,0,1,0,0
2939,1,0,0,0,0,0,1,0,0
2941,1,1,0,0,0,0,1,0,0
2942,1,1,0,0,0,0,1,0,0
2943,1,1,0,0,0,0,1,0,0
2944,0,0,0,0,0,0,0,0,0
2945,1,1,0,0,0,0,1,0,0
2946,1,1,1,1,0,0,1,0,0
2947,1,1,0,0,0,0,1,0,0
2948,1,1,1,1,0,0,1,0,0
2949,1,1,0,0,0,0,1,0,0
2950,1,1,0,0,0,0,1,0,0
2951,1,0,0,0,0,0,1,0,0
2953,0,0,0,0,0,0,0,0,0
2954,1,0,0,0,0,0,1,0,0
2955,1,1,1,1,0,0,1,0,0
2956,1,1,0,0,0,0,1,0,0
2957,1,0,0,0,0,0,1,0,0
2958,1,1,0,0,0,0,1,0,0
2959,0,0,0,0,0,0,0,0,0
2960,1,1,0,0,0,0,1,0,0
2962,1,0,0,0,0,0,1,0,0
2963,1,0,0,0,0,0,1,0,0
2964,1,1,1,1,0,0,1,0,0
2965,0,0,0,0,0,0,0,0,0
2967,1,1,1,1,0,0,1,0,0
2968,1,1,1,1,0,0,1,0,0
2969,0,0,0,0,0,0,0,0,0
2971,1,1,0,0,0,0,1,0,0
2972,1,0,0,0,0,0,1,0,0
2973,0,0,0,0,0,0,0,0,0
2974,1,0,0,0,0,0,1,0,0
2975,1,0,0,0,0,0,1,0,0
2976,1,0,0,0,0,0,1,0,0
2977,1,1,1,1,0,0,1,0,0
2978,1,1,0,0,0,0,1,0,0
2979,0,0,0,0,0,0,0,0,0
2980,1,1,1,1,0,0,1,0,0
2981,0,0,0,0,0,0,0,0,0
2983,1,1,0,0,0,0,1,0,0
2984,0,0,0,0,0,0,0,0,0
2985,0,0,0,0,0,0,0,0,0
2986,0,0,0,0,0,0,0,0,0
2987,1,1,0,0,0,0,1,0,0
2988,1,0,0,0,0,0,1,0,0
2989,1,1,0,0,0,0,1,0,0
2990,1,1,1,1,0,0,1,0,0
2991,1,0,0,0,0,0,1,0,0
2992,1,0,0,0,0,0,1,0,0
2993,1,1,0,0,0,0,1,0,0
2996,1,1,0,0,0,0,1,0,0
2997,1,1,0,0,0,0,1,0,0
2998,1,0,0,0,0,0,1,0,0
3000,1,0,0,0,0,0,1,0,0
3001,1,1,1,1,0,0,1,0,0
3003,1,1,1,1,0,0,1,0,0
3004,1,0,0,0,0,0,1,0,0
3005,1,1,0,0,0,0,1,0,0
3006,1,1,0,0,0,0,1,0,0
3007,1,1,1,1,0,0,1,0,0
3008,1,1,0,0,0,0,1,0,0
3009,1,1,0,0,0,0,1,0,0
3010,1,1,0,0,0,0,1,0,0
3011,1,0,0,0,0,0,1,0,0
3012,1,1,1,1,0,0,1,0,0
3013,1,1,0,0,0,0,1,0,0
3014,1,0,0,0,0,0,1,0,0
3015,1,0,0,0,0,0,1,0,0
3016,1,0,0,0,0,0,1,0,0
3017,1,0,0,0,0,0,1,0,0
3018,1,0,0,0,0,0,1,0,0
3019,1,1,0,0,0,0,1,0,0
3020,1,0,0,0,0,0,1,0,0
3022,1,1,0,0,0,0,1,0,0
3025,0,0,0,0,0,0,0,0,0
3026,1,1,1,1,0,0,1,0,0
3034,0,0,0,0,0,0,0,0,0
3036,1,1,0,0,0,0,1,0,0
3037,1,1,0,0,0,0,1,0,0
3038,1,1,1,1,0,0,1,0,0
3043,0,0,0,0,0,0,0,0,0
3044,1,0,0,0,0,0,1,0,0
3045,1,0,0,0,0,0,1,0,0
3046,0,0,0,0,0,0,0,0,0
3053,1,1,0,0,0,0,1,0,0
3055,0,0,0,0,0,0,0,0,0
3056,1,1,1,1,0,0,1,0,0
3059,1,1,0,0,0,0,1,0,0
3060,1,0,0,0,0,0,1,0,0
3069,0,0,0,0,0,0,0,0,0
3073,1,1,0,0,0,0,1,0,0
3074,1,0,0,0,0,0,1,0,0
3075,1,0,0,0,0,0,1,0,0
3080,0,0,0,0,0,0,0,0,0
3082,1,0,0,0,0,0,1,0,0
3086,1,0,0,0,0,0,1,0,0
3088,1,1,1,1,0,0,1,0,0
3107,0,0,0,0,0,0,0,0,0
3108,1,1,0,0,0,0,1,0,0
3111,1,0,0,0,0,0,1,0,0
3117,1,1,1,1,0,0,1,0,0
3120,0,0,0,0,0,0,0,0,0
3129,0,0,0,0,0,0,0,0,0
3130,0,0,0,0,0,0,0,0,0
3131,0,0,0,0,0,0,0,0,0
3132,0,0,0,0,0,0,0,0,0
3135,0,0,0,0,0,0,0,0,0
3138,0,0,0,0,0,0,0,0,0
3139,0,0,0,0,0,0,0,0,0
3143,1,1,1,1,0,0,1,0,0
3145,0,0,0,0,0,0,0,0,0
3157,0,0,0,0,0,0,0,0,0
3158,1,1,0,0,0,0,1,0,0
3159,1,0,0,0,0,0,1,0,0
3160,1,1,1,1,0,0,1,0,0
3161,1,0,0,0,0,0,1,0,0
3162,1,0,0,0,0,0,1,0,0
3163,1,1,0,0,0,0,1,0,0
3164,1,1,0,0,0,0,1,0,0
3165,1,1,0,0,0,0,1,0,0
3166,0,0,0,0,0,0,0,0,0
3167,1,0,0,0,0,0,1,0,0
3168,1,0,0,0,0,0,1,0,0
3169,1,1,0,0,0,0,1,0,0
3170,1,1,1,1,0,0,1,0,0
3171,1,0,0,0,0,0,1,0,0
3172,0,0,0,0,0,0,0,0,0
3173,0,0,0,0,0,0,0,0,0
3174,1,1,0,0,0,0,1,0,0
3175,1,1,0,0,0,0,1,0,0
3176,1,1,0,0,0,0,1,0,0
3177,1,0,0,0,0,0,1,0,0
3178,1,0,0,0,0,0,1,0,0
3179,1,1,1,1,0,0,1,0,0
3181,1,1,1,1,0,0,1,0,0
3182,1,0,0,0,0,0,1,0,0
3183,1,0,0,0,0,0,1,0,0
3184,1,1,1,1,0,0,1,0,0
3186,1,1,0,0,0,0,1,0,0
3187,1,0,0,0,0,0,1,0,0
3189,0,0,0,0,0,0,0,0,0
3190,1,1,0,0,0,0,1,0,0
3191,1,1,0,0,0,0,1,0,0
3192,1,0,0,0,0,0,1,0,0
3193,1,0,0,0,0,0,1,0,0
3194,0,0,0,0,0,0,0,0,0
3196,1,0,0,0,0,0,1,0,0
3197,1,1,1,1,0,0,1,0,0
3198,1,0,0,0,0,0,1,0,0
3199,1,1,0,0,0,0,1,0,0
3201,1,1,1,1,0,0,1,0,0
3202,1,0,0,0,0,0,1,0,0
3203,1,0,0,0,0,0,1,0,0
3204,1,1,0,0,0,0,1,0,0
3205,1,1,0,0,0,0,1,0,0
3206,1,1,1,1,0,0,1,0,0
3207,1,1,0,0,0,0,1,0,0
3208,0,0,0,0,0,0,0,0,0
3209,1,0,0,0,0,0,1,0,0
3210,0,0,0,0,0,0,0,0,0
3211,1,0,0,0,0,0,1,0,0
3212,1,0,0,0,0,0,1,0,0
3213,1,1,1,1,0,0,1,0,0
3214,1,0,0,0,0,0,1,0,0
3215,0,0,0,0,0,0,0,0,0
3217,1,0,0,0,0,0,1,0,0
3218,1,1,1,1,0,0,1,0,0
3219,0,0,0,0,0,0,0,0,0
3220,1,1,0,0,0,0,1,0,0
3221,1,1,0,0,0,0,1,0,0
3222,1,0,0,0,0,0,1,0,0
3223,1,0,0,0,0,0,1,0,0
3224,1,1,0,0,0,0,1,0,0
3226,1,1,1,1,0,0,1,0,0
3227,0,0,0,0,0,0,0,0,0
3228,1,1,0,0,1,0,1,0,0
3229,1,1,0,0,0,0,1,0,0
3230,1,1,0,0,0,0,1,0,0
3231,1,0,0,0,1,0,1,0,0
3232,1,0,0,0,0,0,1,0,0
3233,1,0,0,0,0,0,1,0,0
3234,1,1,0,0,0,0,1,0,0
3236,1,0,0,0,0,0,1,0,0
3237,1,1,0,0,0,0,1,0,0
3240,1,1,1,1,0,0,1,0,0
3241,1,0,0,0,0,0,1,0,0
3242,1,1,0,0,0,0,1,0,0
3243,1,0,0,0,0,0,1,0,0
3244,1,0,0,0,0,0,1,0,0
3245,1,0,0,0,0,0,1,0,0
3246,1,1,1,1,0,0,1,0,0
3247,1,1,0,0,0,0,1,0,0
3248,1,0,0,0,0,0,1,0,0
3249,1,0,0,0,0,0,1,0,0
3251,0,0,0,0,0,0,0,0,0
3252,1,0,0,0,0,0,1,0,0
3253,1,0,0,0,0,0,1,0,0
3254,1,1,0,0,0,0,1,0,0
3255,1,0,0,0,0,0,1,0,0
3257,1,1,0,0,0,0,1,0,0
3259,1,0,0,0,0,0,1,0,0
3260,1,1,0,0,0,0,1,0,0
3261,0,0,0,0,0,0,0,0,0
3262,1,1,0,0,0,0,1,0,0
3263,1,1,0,0,0,0,1,0,0
3264,1,1,0,0,0,0,1,0,0
3268,1,0,0,0,0,0,1,0,0
3269,0,0,0,0,0,0,0,0,0
3272,1,1,0,0,0,0,1,0,0
3273,1,1,0,0,0,0,1,0,0
3274,1,0,0,0,0,0,1,0,0
3275,0,0,0,0,0,0,0,0,0
3276,1,1,0,0,0,0,1,0,0
3277,0,0,0,0,0,0,0,0,0
3278,1,1,0,0,0,0,1,0,0
3279,1,1,1,1,0,0,1,0,0
3280,1,1,1,1,0,0,1,0,0
3281,0,0,0,0,0,0,0,0,0
3282,1,1,0,0,0,0,1,0,0
3283,0,0,0,0,0,0,0,0,0
3284,0,0,0,0,0,0,0,0,0
3285,1,0,0,0,0,0,1,0,0
3286,0,0,0,0,0,0,0,0,0
3287,1,1,1,1,0,0,1,0,0
3288,1,0,0,0,0,0,1,0,0
3289,1,0,0,0,0,0,1,0,0
3290,1,1,0,0,0,0,1,0,0
3291,0,0,0,0,0,0,0,0,0
3292,0,0,0,0,0,0,0,0,0
3295,0,0,0,0,0,0,0,0,0
3296,1,0,0,0,0,0,1,0,0
3297,1,0,0,0,0,0,1,0,0
3298,1,1,0,0,0,0,1,0,0
3299,1,1,0,0,0,0,1,0,0
3300,0,0,0,0,0,0,0,0,0
3301,0,0,0,0,0,0,0,0,0
3303,1,0,0,0,0,0,1,0,0
3304,0,0,0,0,0,0,0,0,0
3305,0,0,0,0,0,0,0,0,0
3306,1,1,1,1,0,0,1,0,0
3307,1,0,0,0,0,0,1,0,0
3308,1,1,1,1,0,0,1,0,0
3310,1,1,1,1,0,0,1,0,0
3312,0,0,0,0,0,0,0,0,0
3313,1,0,0,0,0,0,1,0,0
3314,1,0,0,0,0,0,1,0,0
3315,1,1,0,0,0,0,1,0,0
3316,1,1,0,0,0,0,1,0,0
3317,1,1,0,0,0,0,1,0,0
3318,1,1,0,0,0,0,1,0,0
3319,1,1,0,0,0,0,1,0,0
3321,1,0,0,0,0,0,1,0,0
3323,1,0,0,0,0,0,1,0,0
3324,1,0,0,0,0,0,1,0,0
3326,1,0,0,0,0,0,1,0,0
3327,1,0,0,0,0,0,1,0,0
3330,1,0,0,0,0,0,1,0,0
3331,1,1,0,0,0,0,1,0,0
3332,0,0,0,0,0,0,0,0,0
3333,1,1,0,0,0,0,1,0,0
3335,1,0,0,0,0,0,1,0,0
3337,1,1,1,1,0,0,1,0,0
3338,1,1,0,0,0,0,1,0,0
3340,1,0,0,0,0,0,1,0,0
3342,1,1,0,0,0,0,1,0,0
3343,1,0,0,0,0,0,1,0,0
3344,1,0,0,0,0,0,1,0,0
3346,1,0,0,0,0,0,1,0,0
3347,1,1,1,1,0,0,1,0,0
3348,0,0,0,0,0,0,0,0,0
3350,1,1,1,1,0,0,1,0,0
3351,1,1,1,1,0,0,1,0,0
3352,1,1,1,1,0,0,1,0,0
3353,1,0,0,0,0,0,1,0,0
3360,1,0,0,0,0,0,1,0,0
3361,1,1,0,0,0,0,1,0,0
3362,1,0,0,0,0,0,1,0,0
3371,0,0,0,0,0,0,0,0,0
3374,1,1,1,1,0,0,1,0,0
3375,0,0,0,0,0,0,0,0,0
3376,0,0,0,0,0,0,0,0,0
3377,0,0,0,0,0,0,0,0,0
3379,0,0,0,0,0,0,0,0,0
3380,0,0,0,0,0,0,0,0,0
3383,0,0,0,0,0,0,0,0,0
3384,0,0,0,0,0,0,0,0,0
3385,0,0,0,0,0,0,0,0,0
3386,0,0,0,0,0,0,0,0,0
3389,0,0,0,0,0,0,0,0,0
3391,0,0,0,0,0,0,0,0,0
3392,0,0,0,0,0,0,0,0,0
3393,0,0,0,0,0,0,0,0,0
3396,0,0,0,0,0,0,0,0,0
3397,0,0,0,0,0,0,0,0,0
3399,0,0,0,0,0,0,0,0,0
3400,1,1,1,1,0,0,1,0,0
3401,1,1,1,1,0,0,1,0,0
3421,1,1,1,1,0,0,1,0,0
3442,1,0,0,0,0,0,1,0,0
3445,1,0,0,0,0,0,1,0,0
3447,0,0,0,0,0,0,0,0,0
3448,0,0,0,0,0,0,0,0,0
3451,0,0,0,0,0,0,0,0,0
3452,1,0,0,0,0,0,1,0,0
3453,1,1,1,1,0,0,1,0,0
3454,1,1,0,0,0,0,1,0,0
3455,0,0,0,0,0,0,0,0,0
3457,1,0,0,0,0,0,1,0,0
3458,1,0,0,0,0,0,1,0,0
3462,1,0,0,0,0,0,1,0,0
3463,1,1,0,0,0,0,1,0,0
3464,1,0,0,0,0,0,1,0,0
3465,1,0,0,0,0,0,1,0,0
3466,1,1,0,0,0,0,1,0,0
3467,1,1,0,0,0,0,1,0,0
3468,1,0,0,0,0,0,1,0,0
3469,1,1,0,0,0,0,1,0,0
3470,1,1,0,0,0,0,1,0,0
3472,1,0,0,0,0,0,1,0,0
3473,1,1,0,0,0,0,1,0,0
3474,1,1,0,0,0,0,1,0,0
3475,0,0,0,0,0,0,0,0,0
3476,1,0,0,0,0,0,1,0,0
3477,1,1,0,0,0,0,1,0,0
3478,1,1,1,1,0,0,1,0,0
3479,1,0,0,0,0,0,1,0,0
3480,1,0,0,0,0,0,1,0,0
3481,1,0,0,0,0,0,1,0,0
3482,0,0,0,0,0,0,0,0,0
3483,1,1,0,0,0,0,1,0,0
3484,1,1,1,1,0,0,1,0,0
3485,1,1,0,0,0,0,1,0,0
3486,1,0,0,0,0,0,1,0,0
3487,0,0,0,0,0,0,0,0,0
3488,1,0,0,0,0,0,1,0,0
3489,1,0,0,0,0,0,1,0,0
3490,1,1,0,0,0,0,1,0,0
3491,0,0,0,0,0,0,0,0,0
3492,1,0,0,0,0,0,1,0,0
3493,1,1,1,1,0,0,1,0,0
3494,1,1,0,0,0,0,1,0,0
3495,1,1,0,0,0,0,1,0,0
3497,1,0,0,0,0,0,1,0,0
3498,1,0,0,0,0,0,1,0,0
3499,0,0,0,0,0,0,0,0,0
3500,1,1,1,1,0,0,1,0,0
3502,1,1,0,0,0,0,1,0,0
3504,0,0,0,0,0,0,0,0,0
3505,0,0,0,0,0,0,0,0,0
3506,1,0,0,0,0,0,1,0,0
3507,1,0,0,0,0,0,1,0,0
3508,0,0,0,0,0,0,0,0,0
3509,0,0,0,0,0,0,0,0,0
3510,1,1,0,0,0,0,1,0,0
3511,1,1,0,0,0,0,1,0,0
3512,1,0,0,0,0,0,1,0,0
3513,0,0,0,0,0,0,0,0,0
3514,1,0,0,0,0,0,1,0,0
3515,1,0,0,0,0,0,1,0,0
3516,1,0,0,0,0,0,1,0,0
3517,1,1,0,0,0,0,1,0,0
3518,1,0,0,0,0,0,1,0,0
3519,1,1,0,0,0,0,1,0,0
3520,1,1,1,1,0,0,1,0,0
3521,0,0,0,0,0,0,0,0,0
3522,1,1,1,1,0,0,1,0,0
3523,1,0,0,0,0,0,1,0,0
3524,1,0,0,0,0,0,1,0,0
3525,1,0,0,0,0,0,1,0,0
3526,1,0,0,0,0,0,1,0,0
3527,1,1,1,1,0,0,1,0,0
3528,1,1,1,1,0,0,1,0,0
3529,1,1,1,1,0,0,1,0,0
3530,1,0,0,0,0,0,1,0,0
3531,0,0,0,0,0,0,0,0,0
3532,1,0,0,0,0,0,1,0,0
3533,0,0,0,0,0,0,0,0,0
3534,1,1,1,1,0,0,1,0,0
3535,0,0,0,0,0,0,0,0,0
3536,1,0,0,0,0,0,1,0,0
3538,1,1,0,0,0,0,1,0,0
3540,1,0,0,0,0,0,1,0,0
3541,1,1,0,0,0,0,1,0,0
3542,1,0,0,0,0,0,1,0,0
3543,1,0,0,0,0,0,1,0,0
3544,0,0,0,0,0,0,0,0,0
3545,1,0,0,0,0,0,1,0,0
3546,0,0,0,0,0,0,0,0,0
3547,1,1,1,1,0,0,1,0,0
3548,1,0,0,0,0,0,1,0,0
3549,1,1,1,1,0,0,1,0,0
3550,0,0,0,0,0,0,0,0,0
3551,1,0,0,0,0,0,1,0,0
3552,1,0,0,0,0,0,1,0,0
3553,1,0,0,0,0,0,1,0,0
3554,1,0,0,0,0,0,1,0,0
3555,1,1,1,1,0,0,1,0,0
3556,1,1,1,1,0,0,1,0,0
3557,1,1,1,1,0,0,1,0,0
3558,1,0,0,0,0,0,1,0,0
3559,0,0,0,0,0,0,0,0,0
3560,1,0,0,0,0,0,1,0,0
3561,1,0,0,0,0,0,1,0,0
3562,1,0,0,0,0,0,1,0,0
3563,1,0,0,0,0,0,1,0,0
3564,0,0,0,0,0,0,0,0,0
3565,0,0,0,0,0,0,0,0,0
3566,1,0,0,0,0,0,1,0,0
3567,1,0,0,0,0,0,1,0,0
3568,1,0,0,0,0,0,1,0,0
3569,1,0,0,0,0,0,1,0,0
3570,1,1,0,0,0,0,1,0,0
3573,1,0,0,0,0,0,1,0,0
3575,1,1,1,1,0,0,1,0,0
3576,1,1,1,1,0,0,1,0,0
3577,1,1,0,0,0,0,1,0,0
3580,1,1,0,0,0,0,1,0,0
3582,1,1,1,1,0,0,1,0,0
3583,1,1,1,1,0,0,1,0,0
3585,1,0,0,0,0,0,1,0,0
3586,1,1,0,0,1,0,1,0,0
3587,1,0,0,0,0,0,1,0,0
3588,1,1,0,0,0,0,1,0,0
3590,0,0,0,0,0,0,0,0,0
3592,1,1,0,0,1,0,1,0,0
3593,1,0,0,0,0,0,1,0,0
3594,1,1,0,0,0,0,1,0,0
3595,1,0,0,0,0,0,1,0,0
3599,1,1,0,0,0,0,1,0,0
3603,1,1,0,0,0,0,1,0,0
3605,0,0,0,0,0,0,0,0,0
3608,1,1,0,0,0,0,1,0,0
3609,1,1,0,0,0,0,1,0,0
3612,1,0,0,0,0,0,1,0,0
3615,1,1,1,1,0,0,1,0,0
3617,0,0,0,0,0,0,0,0,0
3618,0,0,0,0,0,0,0,0,0
3619,0,0,0,0,0,0,0,0,0
3620,0,0,0,0,0,0,0,0,0
3621,0,0,0,0,0,0,0,0,0
3623,0,0,0,0,0,0,0,0,0
3624,0,0,0,0,0,0,0,0,0
3625,0,0,0,0,0,0,0,0,0
3626,0,0,0,0,0,0,0,0,0
3628,0,0,0,0,0,0,0,0,0
3629,0,0,0,0,0,0,0,0,0
3631,0,0,0,0,0,0,0,0,0
3632,0,0,0,0,0,0,0,0,0
3633,0,0,0,0,0,0,0,0,0
3634,0,0,0,0,0,0,0,0,0
3635,0,0,0,0,0,0,0,0,0
3636,0,0,0,0,0,0,0,0,0
3637,0,0,0,0,0,0,0,0,0
3645,0,0,0,0,0,0,0,0,0
3647,1,0,0,0,0,0,1,0,0
3652,1,1,0,0,0,0,1,0,0
3653,1,0,0,0,0,0,1,0,0
3654,1,1,0,0,0,0,1,0,0
3655,1,1,0,0,0,0,1,0,0
3656,0,0,0,0,0,0,0,0,0
3657,0,0,0,0,0,0,0,0,0
3658,0,0,0,0,0,0,0,0,0
3659,0,0,0,0,0,0,0,0,0
3661,1,1,1,1,0,0,1,0,0
3665,1,1,1,1,0,0,1,0,0
3668,1,1,0,0,0,0,1,0,0
3669,1,1,1,1,0,0,1,0,0
3670,1,0,0,0,0,0,1,0,0
3671,1,1,1,1,0,0,1,0,0
3672,1,1,1,1,0,0,1,0,0
3673,1,1,1,1,0,0,1,0,0
3674,1,1,0,0,0,0,1,0,0
3675,1,0,0,0,0,0,1,0,0
3676,1,1,0,0,0,0,1,0,0
3677,1,1,0,0,0,0,1,0,0
3678,1,1,0,0,0,0,1,0,0
3679,1,0,0,0,0,0,1,0,0
3680,1,1,0,0,0,0,1,0,0
3681,1,0,0,0,0,0,1,0,0
3682,1,1,0,0,0,0,1,0,0
3683,1,0,0,0,0,0,1,0,0
3685,1,1,0,0,0,0,1,0,0
3686,1,1,0,0,0,0,1,0,0
3687,1,0,0,0,0,0,1,0,0
3688,1,1,0,0,0,0,1,0,0
3689,1,1,0,0,0,0,1,0,0
3690,1,1,0,0,0,0,1,0,0
3691,1,0,0,0,0,0,1,0,0
3692,1,0,0,0,0,0,1,0,0
3693,1,1,1,1,0,0,1,0,0
3694,1,1,0,0,0,0,1,0,0
3695,1,0,0,0,0,0,1,0,0
3696,1,0,0,0,0,0,1,0,0
3697,0,0,0,0,0,0,0,0,0
3698,1,0,0,0,0,0,1,0,0
3700,1,0,0,0,0,0,1,0,0
3701,1,1,0,0,0,0,1,0,0
3702,1,1,0,0,0,0,1,0,0
3703,1,1,0,0,0,0,1,0,0
3704,1,1,1,1,0,0,1,0,0
3705,1,1,0,0,0,0,1,0,0
3706,1,0,0,0,0,0,1,0,0
3707,1,1,0,0,0,0,1,0,0
3708,1,0,0,0,0,0,1,0,0
3709,0,0,0,0,0,0,0,0,0
3710,1,1,0,0,0,0,1,0,0
3712,0,0,0,0,0,0,0,0,0
3713,1,0,0,0,0,0,1,0,0
3715,1,1,0,0,0,0,1,0,0
3716,1,0,0,0,0,0,1,0,0
3717,1,0,0,0,0,0,1,0,0
3718,1,0,0,0,0,0,1,0,0
3719,1,1,1,1,0,0,1,0,0
3720,1,0,0,0,0,0,1,0,0
3721,1,0,0,0,0,0,1,0,0
3723,1,0,0,0,0,0,1,0,0
3724,0,0,0,0,0,0,0,0,0
3725,1,1,1,1,0,0,1,0,0
3726,1,1,0,0,0,0,1,0,0
3727,1,0,0,0,0,0,1,0,0
3728,0,0,0,0,0,0,0,0,0
3729,1,0,0,0,0,0,1,0,0
3730,1,0,0,0,0,0,1,0,0
3732,1,0,0,0,0,0,1,0,0
3733,1,0,0,0,0,0,1,0,0
3734,1,0,0,0,0,0,1,0,0
3735,1,0,0,0,0,0,1,0,0
3736,1,1,0,0,0,0,1,0,0
3737,1,0,0,0,0,0,1,0,0
3739,1,0,0,0,0,0,1,0,0
3740,1,1,1,1,0,0,1,0,0
3741,0,0,0,0,0,0,0,0,0
3742,1,0,0,0,0,0,1,0,0
3745,0,0,0,0,0,0,0,0,0
3746,1,1,0,0,0,0,1,0,0
3747,1,0,0,0,0,0,1,0,0
3749,1,0,0,0,0,0,1,0,0
3751,0,0,0,0,0,0,0,0,0
3752,1,0,0,0,0,0,1,0,0
3753,1,1,0,0,0,0,1,0,0
3756,1,1,0,0,0,0,1,0,0
3757,1,1,0,0,0,0,1,0,0
3758,1,1,1,1,0,0,1,0,0
3759,1,1,0,0,0,0,1,0,0
3760,1,1,1,1,0,0,1,0,0
3764,1,1,0,0,0,0,1,0,0
3765,1,1,0,0,0,0,1,0,0
3766,1,0,0,0,0,0,1,0,0
3767,1,1,0,0,0,0,1,0,0
3769,0,0,0,0,0,0,0,0,0
3771,1,1,1,1,0,0,1,0,0
3772,0,0,0,0,0,0,0,0,0
3773,0,0,0,0,0,0,0,0,0
3774,1,1,0,0,0,0,1,0,0
3775,1,1,0,0,0,0,1,0,0
3776,1,0,0,0,0,0,1,0,0
3777,1,1,0,0,0,0,1,0,0
3778,1,0,0,0,0,0,1,0,0
3779,1,1,0,0,0,0,1,0,0
3780,1,0,0,0,0,0,1,0,0
3781,1,0,0,0,0,0,1,0,0
3782,1,0,0,0,0,0,1,0,0
3783,1,1,1,1,0,0,1,0,0
3784,0,0,0,0,0,0,0,0,0
3785,0,0,0,0,0,0,0,0,0
3786,1,0,0,0,0,0,1,0,0
3787,1,0,0,0,0,0,1,0,0
3788,1,0,0,0,0,0,1,0,0
3791,1,1,0,0,0,0,1,0,0
3793,0,0,0,0,0,0,0,0,0
3795,1,1,0,0,0,0,1,0,0
3796,1,0,0,0,0,0,1,0,0
3797,1,1,0,0,0,0,1,0,0
3798,1,0,0,0,0,0,1,0,0
3800,0,0,0,0,0,0,0,0,0
3802,1,0,0,0,0,0,1,0,0
3803,1,0,0,0,0,0,1,0,0
3804,1,0,0,0,0,0,1,0,0
3806,1,0,0,0,0,0,1,0,0
3808,1,1,0,0,0,0,1,0,0
3809,1,1,0,0,0,0,1,0,0
3810,0,0,0,0,0,0,0,0,0
3811,0,0,0,0,0,0,0,0,0
3814,0,0,0,0,0,0,0,0,0
3815,1,0,0,0,0,0,1,0,0
3816,1,0,0,0,0,0,1,0,0
3818,1,1,0,0,0,0,1,0,0
3819,1,1,0,0,0,0,1,0,0
3820,1,0,0,0,0,0,1,0,0
3821,1,0,0,0,0,0,1,0,0
3822,1,0,0,0,0,0,1,0,0
3823,0,0,0,0,0,0,0,0,0
3824,0,0,0,0,0,0,0,0,0
3826,0,0,0,0,0,0,0,0,0
3827,1,0,0,0,0,0,1,0,0
3828,1,1,1,1,0,0,1,0,0
3829,1,1,1,1,0,0,1,0,0
3830,1,0,0,0,0,0,1,0,0
3832,1,0,0,0,0,0,1,0,0
3834,1,0,0,0,0,0,1,0,0
3835,1,1,0,0,0,0,1,0,0
3836,1,0,0,0,0,0,1,0,0
3837,1,1,1,1,0,0,1,0,0
3838,1,1,1,1,0,0,1,0,0
3839,1,0,0,0,0,0,1,0,0
3840,1,1,1,1,0,0,1,0,0
3841,0,1,1,0,0,0,1,0,0
3842,1,1,1,1,0,0,1,0,0
3843,1,1,0,0,0,0,1,0,0
3844,1,1,1,1,0,0,1,0,0
3845,1,0,0,0,0,0,1,0,0
3846,1,0,0,0,0,0,1,0,0
3847,0,0,0,0,0,0,0,0,0
3849,1,1,1,1,0,0,1,0,0
3850,1,1,1,1,0,0,1,0,0
3854,1,1,1,1,0,0,1,0,0
3856,1,1,1,1,0,0,1,0,0
3857,1,1,1,1,0,0,1,0,0
3858,1,1,1,1,0,0,1,0,0
3862,1,0,0,0,0,0,1,0,0
3863,1,1,1,1,0,0,1,0,0
3864,0,0,0,0,0,0,0,0,0
3865,1,1,0,0,0,0,1,0,0
3867,1,1,1,1,0,0,1,0,0
3868,0,0,0,0,0,0,0,0,0
3871,1,1,0,0,0,0,1,0,0
3910,1,1,0,0,0,0,1,0,0
3911,1,1,1,1,0,0,1,0,0
3913,1,0,0,0,0,0,1,0,0
3917,1,1,0,0,0,0,1,0,0
3920,0,0,0,0,0,0,0,0,0
3921,0,0,0,0,0,0,0,0,0
3923,0,0,0,0,0,0,0,0,0
3926,0,0,0,0,0,0,0,0,0
3928,0,0,0,0,0,0,0,0,0
3929,0,0,0,0,0,0,0,0,0
3930,0,0,0,0,0,0,0,0,0
3931,0,0,0,0,0,0,0,0,0
