GR_NO,c1,c2,c3,c4,c5,c6,c7,C8,C9
4316, , , , , , , , , 
4317, , , , , , , , , 
4318,410438620959, , , , , ,410438620959, , 
4319,409200334799, , , , , ,409200334799, , 
4320,410626527831, , , , , ,410626527831, , 
4321,410616916367 (15/4/24), , , , , ,410616916367 (15/4/24), , 
4322,000343,000343, , , , ,000343, , 
4323, , , , , , , , , 
4324, , , , , , , , , 
4325,410311164340 (12/4/24), , , , , ,410311164340 (12/4/24), , 
4326,000183,000183,000183,000183, , ,000183, , 
4327,000064,000064, , , , ,000064, , 
4328,000105,000105, , , , ,000105, , 
4329,410670469675,410670469675,410670469675,410670469675, , ,410670469675, , 
4330,000019,000019,000019,000019, , ,000019, , 
4331,409284964457,409284964457,409284964457,409284964457, , ,409284964457, , 
4332,416076562647, , , , , ,416076562647, , 
4333,409291221710,409291221710, , , , ,409291221710, , 
4334,000003,000003, , , , ,000003, , 
4335,000095,000095,000095,000095, , ,000095, , 
4336,410612165590,410612165590,410612165590,410612165590, , ,410612165590, , 
4337,000020,000020,000020,000020, , ,000020, , 
4338,101129,101129, , , , ,101129, , 
4339,35852489351DC,35852489351DC,35852489351DC,35852489351DC, , ,35852489351DC, , 
4340,35852489351DC,35852489351DC,35852489351DC,35852489351DC, , ,35852489351DC, , 
4341,35852489351DC,35852489351DC,35852489351DC,35852489351DC, , ,35852489351DC, , 
4342, , , , , , , , , 
4343, , , , , , , , , 
4344,410789962309 (16/4/24), , , , , ,410789962309 (16/4/24), , 
4345,000002,000002, , , , ,000002, , 
4346, , , , , , , , , 
4347, , , , , , , , , 
4348,409786668641,409786668641,409786668641,409786668641, , ,409786668641, , 
4349,002647,002647,002647,002647, , ,002647, , 
4350,108000,108000, , , , ,108000, , 
4351,000058,000058, , , , ,000058, , 
4352,409291595914,409291595914, , , , ,409291595914, , 
4353,228387,228387, , , , ,228387, , 
4354, , , , , , , , , 
4355,000147, , , , , ,000147, , 
4356,000146, , , , , ,000146, , 
4357,000103,000103, , , , ,000103, , 
4358,558996, , , , , ,558996, , 
4359,409330133552,409330133552, , , , ,409330133552, , 
4360,000739,000739, , , , ,000739, , 
4361,446910340143 (12/4/24), , , , , ,446910340143 (12/4/24), , 
4362, , , , , , , , , 
4363,409218826451,409218826451, , , , ,409218826451, , 
4364,646396,646396,646396,646396, , ,646396, , 
4365,000032,000032, , , , ,000032, , 
4367, , , , , , , , , 
4368,UPI=409415781409=17466 (3/4/24)+UPI=448908704252=7533 (2/5/24),UPI=409415781409=17466 (3/4/24)+UPI=448908704252=7533 (2/5/24),UPI=409415781409=17466 (3/4/24)+UPI=448908704252=7533 (2/5/24), , , ,UPI=409415781409=17466 (3/4/24)+UPI=448908704252=7533 (2/5/24), , 
4369,409472305850,409472305850, , , , ,409472305850, , 
4370,447281880688,447281880688, , , , ,447281880688, , 
4371,000031,000031,000031,000031, , ,000031, , 
4372,409292012489,409292012489,409292012489,409292012489, , ,409292012489, , 
4373,410670460250,410670460250, , , , ,410670460250, , 
4374,AXOMB08233652043,AXOMB08233652043, , , , ,AXOMB08233652043, , 
4375, , , , , , , , , 
4376,001288,001288, , , , ,001288, , 
4377,646397,646397,646397,646397, , ,646397, , 
4378,409791996079,409791996079, , , , ,409791996079, , 
4379,438222,438222, , , , ,438222, , 
4380,AXOMB09316115004,AXOMB09316115004, , , , ,AXOMB09316115004, , 
4381,410730952797, , , , , ,410730952797, , 
4382,406872,406872,406872,406872, , ,406872, , 
4383,408619668866,408619668866, , , , ,408619668866, , 
4384,416053403836, , , , , ,416053403836, , 
4385,145112,145112,145112,145112, , ,145112, , 
4386,410549728950,410549728950,410549728950,410549728950, , ,410549728950, , 
4387, , , , , , , , , 
4388,009456,009456, , , , ,009456, , 
4389,408277831009,408277831009, , , , ,408277831009, , 
4390, , , , , , , , , 
4391, , , , , , , , , 
4392,409398541443, , , , , ,409398541443, , 
4393, , , , , , , , , 
4394,082190, , , , , ,082190, , 
4395,408619679386,408619679386, , , , ,408619679386, , 
4396,N104242987566512,N104242987566512,N104242987566512,N104242987566512, , ,N104242987566512, , 
4397,N159243081800269,N159243081800269, , , , ,N159243081800269, , 
4398,409289674171, , , , , ,409289674171, , 
4399,413112338986, , , , , ,413112338986, , 
4400,410670582849,410670582849, , , , ,410670582849, , 
4401,222020,222020,222020,222020, , ,222020, , 
4402,SBIN324094218377,SBIN324094218377,SBIN324094218377,SBIN324094218377, , ,SBIN324094218377, , 
4403,048826, , , , , ,048826, , 
4404,409314587785 (2/4/24),409314587785 (2/4/24),409314587785 (2/4/24),409314587785 (2/4/24), , ,409314587785 (2/4/24), , 
4405,409360442045, , , , , ,409360442045, , 
4406,000055,000055,000055,000055, , ,000055, , 
4407,002069,002069, , , , ,002069, , 
4408, , , , , , , , , 
4409,445425852474,445425852474,445425852474,445425852474, , ,445425852474, , 
4410,432890, , , , , ,432890, , 
4411,410681334230,410681334230, , , , ,410681334230, , 
4412,KKBKH24142780876,KKBKH24142780876, , ,KKBKH24142780876, ,KKBKH24142780876, , 
4414,600388,600388,600388,600388, , ,600388, , 
4415,000129,000129, , ,000129, ,000129, , 
4416,35852489351DC,35852489351DC,35852489351DC,35852489351DC, , ,35852489351DC, , 
4417,410714158536,410714158536, , , , ,410714158536, , 
4418,444589091128,444589091128, , , , ,444589091128, , 
4419,678679,678679, , , , ,678679, , 
4420,000236,000236,000236,000236, , ,000236, , 
4421,459204,459204, , , , ,459204, , 
4422,001466,001466,001466,001466, , ,001466, , 
4423, , , , , , , , , 
4424,475368, , , , , ,475368, , 
4425,231990,231990,231990,231990, , ,231990, , 
4426,231988,231988,231988,231988, , ,231988, , 
4427,956058, , , , , ,956058, , 
4428,415964327679, , , , , ,415964327679, , 
4429,415964327679, , , , , ,415964327679, , 
4430,407947824422,407947824422,407947824422,407947824422, , ,407947824422, , 
4431,407948526338, , , , , ,407948526338, , 
4432,413131236472,413131236472,413131236472,413131236472, , ,413131236472, , 
4433,043281,043281, , ,043281, ,043281, , 
4434,414284152010,414284152010, , ,414284152010, ,414284152010, , 
4435,475369,475369, , ,475369, ,475369, , 
4436,355649,355649, , ,355649, ,355649, , 
4437,000003,000003, , ,000003, ,000003, , 
4439,000016,000016, , ,000016, ,000016, , 
4440,414296276111,414296276111, , ,414296276111, ,414296276111, , 
4442,450872329653,450872329653, , ,450872329653, ,450872329653, , 
4443,414291926684,414291926684, , ,414291926684, ,414291926684, , 
4444, , , , , , , , , 
4445,000055,000055, , , , ,000055, , 
4446,442786,442786, , , , ,442786, , 
4447, , , , , , , , , 
4448,410384106069, , , , , ,410384106069, , 
4449,000031,000031, , , , ,000031, , 
4450,547596,547596,547596,547596, , ,547596, , 
4451,SBIN524106211116,SBIN524106211116,SBIN524106211116,SBIN524106211116, , ,SBIN524106211116, , 
4452,000152,000152, , , , ,000152, , 
4453, , , , , , , , , 
4454,447573469665 (18/4/24),447573469665 (18/4/24), , , , ,447573469665 (18/4/24), , 
4455, , , , , , , , , 
4456,N159243081636476,N159243081636476,N159243081636476,N159243081636476, , ,N159243081636476, , 
4457,458871,458871, , , , ,458871, , 
4459,000011, , , ,000011, ,000011, , 
4460,UPI=410405029876=7993 (13/4/24)+UPI=410462013889=6550 (13/4/24)+UPI=410788518057=900 (16/4/24), , , , , ,UPI=410405029876=7993 (13/4/24)+UPI=410462013889=6550 (13/4/24)+UPI=410788518057=900 (16/4/24), , 
4461,117743,117743, , , , ,117743, , 
4462,000029,000029,000029,000029, , ,000029, , 
4463,000383,000383, , ,000383, ,000383, , 
4464, , , , , , , , , 
4465,414891098847,414891098847, , ,414891098847, ,414891098847, , 
4466, , , , , , , , , 
4467,000048,000048, , , , ,000048, , 
4468,198768, , , , , ,198768, , 
4469,450819369426,450819369426, , ,450819369426, ,450819369426, , 
4470,414228319227,414228319227, , ,414228319227, ,414228319227, , 
4472,120325,120325, , ,120325, ,120325, , 
4473,000048,000048,000048,000048, , ,000048, , 
4474,410683210910 (15/4/24),410683210910 (15/4/24), , , , ,410683210910 (15/4/24), , 
4475,415554431099, , , ,415554431099, ,415554431099, , 
4476, , , , , , , , , 
4477,965644,965644, , ,965644, ,965644, , 
4478,081769,081769, , ,081769, ,081769, , 
4479,000004,000004, , ,000004, ,000004, , 
4480,172818, , , , , ,172818, , 
4482,414320821102,414320821102, , ,414320821102, ,414320821102, , 
4483, , , , , , , , , 
4485,410624221594,410624221594,410624221594,410624221594, , ,410624221594, , 
4486,000049,000049, , , , ,000049, , 
4487,411035777976, , , , , ,411035777976, , 
4488,628165,628165,628165,628165, , ,628165, , 
4489,000015,000015, , ,000015, ,000015, , 
4490, , , , , , , , , 
4491,000332,000332, , , , ,000332, , 
4492, , , , , , , , , 
4494,409265405273,409265405273,409265405273,409265405273, , ,409265405273, , 
4495,000054,000054,000054,000054, , ,000054, , 
4496,409209394050,409209394050, , , , ,409209394050, , 
4497,000975,000975, , , , ,000975, , 
4498,411794052268, , , , , ,411794052268, , 
4499,700592,700592, , ,700592, ,700592, , 
4500, , , , , , , , , 
4501, , , , , , , , , 
4502,409024819623,409024819623, , , , ,409024819623, , 
4503,409447166708,409447166708, , , , ,409447166708, , 
4504, , , , , , , , , 
4505,316533,316533, , ,316533, ,316533, , 
4506,000855,000855,000855,000855, , ,000855, , 
4507,410670336594,410670336594, , , , ,410670336594, , 
4508,000065,000065,000065,000065, , ,000065, , 
4509,410790369320 (16/4/24),410790369320 (16/4/24), , , , ,410790369320 (16/4/24), , 
4510,000224,000224,000224,000224, , ,000224, , 
4511, , , , , , , , , 
4512,408276336398,408276336398,408276336398,408276336398, , ,408276336398, , 
4513,000045, , , , , ,000045, , 
4514, , , , , , , , , 
4515,444507685872, , , , , ,444507685872, , 
4516,UPI=407984440112=5600 (19/3/24)+ UPI=410471827352=120 (13/4/24),UPI=407984440112=5600 (19/3/24)+ UPI=410471827352=120 (13/4/24), , , , ,UPI=407984440112=5600 (19/3/24)+ UPI=410471827352=120 (13/4/24), , 
4517,409292018745,409292018745, , , , ,409292018745, , 
4518,000122,000122,000122,000122, , ,000122, , 
4519, , , , , , , , , 
4520, , , , , , , , , 
4521, , , , , , , , , 
4522, , , , , , , , , 
4523, , , , , , , , , 
4524, , , , , , , , , 
4525, , , , , , , , , 
4526, , , , , , , , , 
4527, , , , , , , , , 
4528, , , , , , , , , 
4529, , , , , , , , , 
4530, , , , , , , , , 
4531, , , , , , , , , 
4532, , , , , , , , , 
4533, , , , , , , , , 
4534, , , , , , , , , 
4535, , , , , , , , , 
4536, , , , , , , , , 
4538, , , , , , , , , 
4539, , , , , , , , , 
4540, , , , , , , , , 
4541, , , , , , , , , 
4542, , , , , , , , , 
4543, , , , , , , , , 
4544, , , , , , , , , 
4545, , , , , , , , , 
4546, , , , , , , , , 
4547, , , , , , , , , 
4548,412920264998,412920264998, , , , ,412920264998, , 
4549, , , , , , , , , 
4550, , , , , , , , , 
4551, , , , , , , , , 
4552,413411772854,413411772854, , , , ,413411772854, , 
4553, , , , , , , , , 
4554,445904388785, , , , , ,445904388785, , 
4555,000010, , , , , ,000010, , 
4556,556903, , , , , ,556903, , 
4557, , , , , , , , , 
4558,410601101978, , , , , ,410601101978, , 
4559, , , , , , , , , 
4560, , , , , , , , , 
4561, , , , , , , , , 
4567,409291296456,409291296456, , , , ,409291296456, , 
4573,408202935190,408202935190,408202935190,408202935190, , ,408202935190, , 
4574,409982279761 (8/4/24), , , , , ,409982279761 (8/4/24), , 
4575, , , , , , , , , 
4576,409323630912 (2/4/24),409323630912 (2/4/24), , , , ,409323630912 (2/4/24), , 
4577,411711083974, , , , , ,411711083974, , 
4578,000647, , , , , ,000647, , 
4579,409235475301,409235475301, , , , ,409235475301, , 
4580,001357315230 (12/4/24),001357315230 (12/4/24),001357315230 (12/4/24),001357315230 (12/4/24), , ,001357315230 (12/4/24), , 
4581,409754118199, , , , , ,409754118199, , 
4582,410611679306,410611679306, , , , ,410611679306, , 
4583,410824776535, , , , , ,410824776535, , 
4584,410620218907, , , , , ,410620218907, , 
4585,234385,234385, , , , ,234385, , 
4586,447538094272, , , , , ,447538094272, , 
4587,000028,000028, , , , ,000028, , 
4588,126366,126366, , , , ,126366, , 
4589,139700,139700,139700,139700, , ,139700, , 
4590,995626,995626, , , , ,995626, , 
4591,413020201791,413020201791,413020201791,413020201791, , ,413020201791, , 
4592,447266524902, , , , , ,447266524902, , 
4593,447232013413, , , , , ,447232013413, , 
4594,944928,944928, , , , ,944928, , 
4595,000063, , , , , ,000063, , 
4596,UPI=448532870412=8733 (28/4/24)+UPI=412060117663=65 (29/4/24), , , , , ,UPI=448532870412=8733 (28/4/24)+UPI=412060117663=65 (29/4/24), , 
4597,000016,000016, , , , ,000016, , 
4598,000051,000051,000051,000051, , ,000051, , 
4599,409855352166, , , , , ,409855352166, , 
4600,411361251690, , , , , ,411361251690, , 
4601,410434938243, , , , , ,410434938243, , 
4602,480864,480864, , , , ,480864, , 
4603,315952,315952, , , , ,315952, , 
4604,000055,000055,000055,000055, , ,000055, , 
4605,446021303609, , , , , ,446021303609, , 
4606,410695668993,410695668993, , , , ,410695668993, , 
4607,088708, , , , , ,088708, , 
4608,000013, , , , , ,000013, , 
4609,410967908603, , , , , ,410967908603, , 
4610, , , , , , , , , 
4611,328560,328560, , , , ,328560, , 
4612,248460, , , , , ,248460, , 
4613, , , , , , , , , 
4614,000069, , , , , ,000069, , 
4615,000031, , , , , ,000031, , 
4616,444244, , , , , ,444244, , 
4617,798952,798952, , , , ,798952, , 
4618,271384, , , , , ,271384, , 
4619,UCBAH24103277509 (12/4/24), , , , , ,UCBAH24103277509 (12/4/24), , 
4620,409214879572,409214879572,409214879572,409214879572, , ,409214879572, , 
4621,000003,000003, , , , ,000003, , 
4622,408776896532, , , , , ,408776896532, , 
4623,733004, , , , , ,733004, , 
4624,410217005427,410217005427, , , , ,410217005427, , 
4625,000025,000025,000025,000025, , ,000025, , 
4626,134253, , , , , ,134253, , 
4627,080247, , , , , ,080247, , 
4628,000580, , , , , ,000580, , 
4629,445859173758, , , , , ,445859173758, , 
4630,271428, , , , , ,271428, , 
4631,271429, , , , , ,271429, , 
4632,000367,000367,000367,000367, , ,000367, , 
4633,409243271327, , , , , ,409243271327, , 
4634,098627,098627,098627,098627, , ,098627, , 
4635,413841120437, , , , , ,413841120437, , 
4636,002069,002069, , , , ,002069, , 
4637,000011, , , , , ,000011, , 
4638,405063, , , , , ,405063, , 
4639,817291, , , , , ,817291, , 
4640,408984196817,408984196817, , , , ,408984196817, , 
4641,HS92410640466305, , , , , ,HS92410640466305, , 
4642,000033,000033,000033,000033, , ,000033, , 
4643, , , , , , , , , 
4644, , , , , , , , , 
4645,410010895755,410010895755, , , , ,410010895755, , 
4646, , , , , , , , , 
4647,988025,988025, , , , ,988025, , 
4648, , , , , , , , , 
4649, , , , , , , , , 
4650,065833, , , , , ,065833, , 
4651,000975,000975, , , , ,000975, , 
4652,KKBKH24105938771, , , , , ,KKBKH24105938771, , 
4653,458871,458871, , , , ,458871, , 
4654,000149, , , , , ,000149, , 
4655,159422,159422,159422,159422, , ,159422, , 
4656,410447929720, , , , , ,410447929720, , 
4657,064669,064669, , , , ,064669, , 
4658,409496716971,409496716971, , , , ,409496716971, , 
4659,002369,002369,002369,002369, , ,002369, , 
4660,086434, , , , , ,086434, , 
4661, , , , , , , , , 
4662,409373289840 (2/4/24),409373289840 (2/4/24), , , , ,409373289840 (2/4/24), , 
4663,000023, , , , , ,000023, , 
4664,000006,000006, , , , ,000006, , 
4665,410416112338 (13/4/24),447209721074 (15/4/24), , , , ,410416112338 (13/4/24), , 
4666,410387290639, , , , , ,410387290639, , 
4667,000021, , , , , ,000021, , 
4668,000075,000075, , , , ,000075, , 
4669,HS92409238410605 (2/4/24), , , , , ,HS92409238410605 (2/4/24), , 
4670,052869, , , , , ,052869, , 
4671,000003,000003, , , , ,000003, , 
4672,020017,020017, , , , ,020017, , 
4673,410088230297, , , , , ,410088230297, , 
4674,445826289738,445826289738, , , , ,445826289738, , 
4675,000006,000006, , , , ,000006, , 
4676,410629013455,410629013455, , , , ,410629013455, , 
4677,409326080845, , , , , ,409326080845, , 
4678,410486754287 (13/4/24), , , , , ,410486754287 (13/4/24), , 
4679,000198,000198, , , , ,000198, , 
4680,000108,000108, , , , ,000108, , 
4681,409421206862 (3/4/24),409421206862 (3/4/24), , , , ,409421206862 (3/4/24), , 
4682, , , , , , , , , 
4683,403244,403244, , , , ,403244, , 
4684,446610410586,446610410586, , , , ,446610410586, , 
4685,410349026445,410349026445, , , , ,410349026445, , 
4686,746953, , , , , ,746953, , 
4687, , , , , , , , , 
4688,447050503477, , , , , ,447050503477, , 
4689,409628401775,409628401775, , , , ,409628401775, , 
4690,000368069102 (2/4/24), , , , , ,000368069102 (2/4/24), , 
4692,092383,092383, , , , ,092383, , 
4693,225395,225395, , , , ,225395, , 
4694,410038828095,410038828095, , , , ,410038828095, , 
4695,201814,201814, , , , ,201814, , 
4696,447208717073,447208717073,447208717073,447208717073, , ,447208717073, , 
4697,410645088463, , , , , ,410645088463, , 
4698,410690383110,410690383110, , , , ,410690383110, , 
4699,002319,002319, , , , ,002319, , 
4700, , , , , , , , , 
4701,409694014347,409694014347, , , , ,409694014347, , 
4702,446950248091,446950248091, , , , ,446950248091, , 
4703,950780,950780, , , , ,950780, , 
4704,055599,055599,055599,055599, , ,055599, , 
4705,449580061889,449580061889, , , , ,449580061889, , 
4706,HS92409438950904 (3/4/24),HS92409438950904 (3/4/24), , , , ,HS92409438950904 (3/4/24), , 
4707,059116,059116,059116,059116, , ,059116, , 
4708,411405,411405, , , , ,411405, , 
4709,000036,000036,000036,000036, , ,000036, , 
4710,444650873482,444650873482, , , , ,444650873482, , 
4711,35950442321DC (11/4/24), , , , , ,35950442321DC (11/4/24), , 
4712, , , , , , , , , 
4713,429739,429739, , , , ,429739, , 
4714,001263,001263, , , , ,001263, , 
4715, , , , , , , , , 
4716,000025,000025, , , , ,000025, , 
4717,408992428904, , , , , ,408992428904, , 
4718,493295, , , , , ,493295, , 
4719,UPI=410405029876=7993 (13/4/24)+UPI=410462013889=6550 (13/4/24)+UPI=410788518057=900 (16/4/24), , , , , ,UPI=410405029876=7993 (13/4/24)+UPI=410462013889=6550 (13/4/24)+UPI=410788518057=900 (16/4/24), , 
4720,409378465753, , , , , ,409378465753, , 
4721,000036,000036, , , , ,000036, , 
4722,563069,563069,563069,563069, , ,563069, , 
4723,563069,563069,563069,563069, , ,563069, , 
4724,409215689939 (2/4/24),409215689939 (2/4/24),409215689939 (2/4/24),409215689939 (2/4/24), , ,409215689939 (2/4/24), , 
4725,692487,692487, , , , ,692487, , 
4726,000017,000017,000017,000017, , ,000017, , 
4727,410677595448, , , , , ,410677595448, , 
4728,409314359772, , , , , ,409314359772, , 
4729, , , , , , , , , 
4730,444811080633,444811080633, , , , ,444811080633, , 
4731,745986, , , , , ,745986, , 
4732,000053,000053,000053,000053, , ,000053, , 
4733,410672305307, , , , , ,410672305307, , 
4734,410672305307, , , , , ,410672305307, , 
4735,028954,028954, , , , ,028954, , 
4736,000140,000140, , , , ,000140, , 
4737, , , , , , , , , 
4738,409212021681,409212021681,409212021681,409212021681, , ,409212021681, , 
4739,798562,798562, , , , ,798562, , 
4740,000012,000012, , , , ,000012, , 
4741, , , , , , , , , 
4742,409774251300,409774251300, , , , ,409774251300, , 
4743,000140,000140, , , , ,000140, , 
4744,556902, , , , , ,556902, , 
4745, , , , , , , , , 
4746, , , , , , , , , 
4747, , , , , , , , , 
4748, , , , , , , , , 
4749, , , , , , , , , 
4750, , , , , , , , , 
4751, , , , , , , , , 
4752, , , , , , , , , 
4753, , , , , , , , , 
4754, , , , , , , , , 
4755, , , , , , , , , 
4756, , , , , , , , , 
4757, , , , , , , , , 
4758, , , , , , , , , 
4759, , , , , , , , , 
4760, , , , , , , , , 
4761, , , , , , , , , 
4762, , , , , , , , , 
4763, , , , , , , , , 
4764, , , , , , , , , 
4765, , , , , , , , , 
4766, , , , , , , , , 
4767, , , , , , , , , 
4768, , , , , , , , , 
4769, , , , , , , , , 
4770, , , , , , , , , 
4771, , , , , , , , , 
4772, , , , , , , , , 
4773, , , , , , , , , 
4774,448108648814,448108648814,448108648814,448108648814, , ,448108648814, , 
4775,407914540203, , , , , ,407914540203, , 
4776, , , , , , , , , 
4777, , , , , , , , , 
4778,409742277746,409742277746, , , , ,409742277746, , 
4779,000040,000040,000040,000040, , ,000040, , 
4780,IMPS=412310688402=7126 (2/5/24)+IMPS=412315743870=49 (2/5/24), , , , , ,IMPS=412310688402=7126 (2/5/24)+IMPS=412315743870=49 (2/5/24), , 
4781,411428160111,411428160111, , , , ,411428160111, , 
4782, , , , , , , , , 
4783,282628, , , , , ,282628, , 
4784,000039,000039, , , , ,000039, , 
4785,407913610450 (19/3/24),407913610450 (19/3/24), , , , ,407913610450 (19/3/24), , 
4786, , , , , , , , , 
4787, , , , , , , , , 
4788, , , , , , , , , 
4789,409627252199, , , , , ,409627252199, , 
4790,410416703142,UPI=410029409109=8733 (9/4/24)+UPI=412416038512=7533 (3/5/24),UPI=410029409109=8733 (9/4/24)+UPI=412416038512=7533 (3/5/24), , , ,410416703142, , 
4791,444566039916,444566039916,444566039916,444566039916, , ,444566039916, , 
4792,444566039916,444566039916,444566039916,444566039916, , ,444566039916, , 
4793,409649146460, , , , , ,409649146460, , 
4794,N086242951261485, , , , , ,N086242951261485, , 
4795,408611300803, , , , , ,408611300803, , 
4796,000108,000108, , , ,000108,000108, , 
4797,349454,349454, , , ,349454,349454, , 
4798,256171,256171, , , ,256171,256171, , 
4799,168206,168206, , , ,168206,168206, , 
4800,000037,000037, , , ,000037,000037, , 
4801,000007,000007, , , ,000007,000007, , 
4802,000006,000006, , , ,000006,000006, , 
4803,812160,812160, , , ,812160,812160, , 
4804,294416,294416, , , ,294416,294416, , 
4805,160869,160869, , , ,160869,160869, , 
4806,048649,048649, , , ,048649,048649, , 
4807,001460,001460, , , ,001460,001460, , 
4808,000005,000005, , , ,000005,000005, , 
4809,000013,000013, , , ,000013,000013, , 
4810,978252,978252, , , ,978252,978252, , 
4811,134563,134563, , , ,134563,134563, , 
4812,233584,233584, , , ,233584,233584, , 
4813,025786,025786, , , ,025786,025786, , 
4814,000002,000002, , , ,000002,000002, , 
4815,000003,000003, , , ,000003,000003, , 
4816,000007,000007, , , ,000007,000007, , 
4817,256172,256172, , , ,256172,256172, , 
4818,000312,000312, , , ,000312,000312, , 
4819,000124,000124, , , ,000124,000124, , 
4820,000167,000167, , , ,000167,000167, , 
4821,591949,591949, , , ,591949,591949, , 
4822,362998,362998, , , ,362998,362998, , 
4823,065329,065329, , , ,065329,065329, , 
4824,000002,000002, , , ,000002,000002, , 
4825,110076,110076, , , ,110076,110076, , 
4826,239089,239089, , , ,239089,239089, , 
4827,000032,000032, , , ,000032,000032, , 
4828,186091,186091, , , ,186091,186091, , 
4829,721378,721378, , , ,721378,721378, , 
4830,000373,000373, , , ,000373,000373, , 
4831,000914,000914, , , ,000914,000914, , 
4832,000010,000010, , , ,000010,000010, , 
4833,000018,000018, , , ,000018,000018, , 
4834,068035,068035, , , ,068035,068035, , 
4835,039370,039370, , , ,039370,039370, , 
4836,657670,657670, , , ,657670,657670, , 
4837,000052,000052, , , ,000052,000052, , 
4838,000056,000056, , , ,000056,000056, , 
4839,000040,000040, , , ,000040,000040, , 
4840,066076,066076, , , ,066076,066076, , 
4841,000102,000102, , , ,000102,000102, , 
4842,161041,161041, , , ,161041,161041, , 
4843,000017,000017, , , ,000017,000017, , 
4844,926786,926786, , , ,926786,926786, , 
4845,000022,000022, , , ,000022,000022, , 
4846,609085,609085, , , ,609085,609085, , 
4847,923741,923741, , , ,923741,923741, , 
4848,215258,215258, , , ,215258,215258, , 
4849,000090,000090, , , ,000090,000090, , 
4850,947137,947137, , , ,947137,947137, , 
4851,683237,683237, , , ,683237,683237, , 
4852,683238,683238, , , ,683238,683238, , 
4853,245714,245714, , , ,245714,245714, , 
4854,000019,000019, , , ,000019,000019, , 
4855,266311,266311, , , ,266311,266311, , 
4856,000005, , , , ,000005,000005, , 
4857,000693,000693, , , ,000693,000693, , 
4858,000752,000752, , , ,000752,000752, , 
4859,000016,000016, , , ,000016,000016, , 
4860,547593,547593, , , ,547593,547593, , 
4861,179276,179276, , , ,179276,179276, , 
4862,000356,000356, , , ,000356,000356, , 
4863,000179,000179, , , ,000179,000179, , 
4864,529632,529632, , , ,529632,529632, , 
4865,000020,000020, , , ,000020,000020, , 
4866,000034,000034, , , ,000034,000034, , 
4867,169501,169501, , , ,169501,169501, , 
4868,000024,000024, , , ,000024,000024, , 
4869,343802,343802, , , ,343802,343802, , 
4870,090391,090391, , , ,090391,090391, , 
4871,000010,000010, , , ,000010,000010, , 
4872,000313,000313, , , ,000313,000313, , 
4873,001436,001436, , , ,001436,001436, , 
4874,000820,000820, , , ,000820,000820, , 
4875,000046,000046, , , ,000046,000046, , 
4876,000046,000046, , , ,000046,000046, , 
4877,000024,000024, , , ,000024,000024, , 
4878,000091,000091, , , ,000091,000091, , 
4879,387021,387021, , , ,387021,387021, , 
4880,234384,234384, , , ,234384,234384, , 
4881,224067,224067, , , ,224067,224067, , 
4882,075579,075579, , , ,075579,075579, , 
4883,337213,337213, , , ,337213,337213, , 
4884,000001,000001, , , ,000001,000001, , 
4885,781056,781056, , , ,781056,781056, , 
4886,000676,000676, , , ,000676,000676, , 
4887,000068,000068, , , ,000068,000068, , 
4888,091851,091851, , , ,091851,091851, , 
4889,968603,968603, , , ,968603,968603, , 
4890,698554,698554, , , ,698554,698554, , 
4891,116693,116693, , , ,116693,116693, , 
4892,371982,371982, , , ,371982,371982, , 
4893,000013,000013, , , ,000013,000013, , 
4894,000247,000247, , , ,000247,000247, , 
4895,819950,819950, , , ,819950,819950, , 
4896,000063,000063, , , ,000063,000063, , 
4897,781545,781545, , , ,781545,781545, , 
4898,074505,074505, , , ,074505,074505, , 
4899,361996,361996, , , ,361996,361996, , 
4900,923944,923944, , , ,923944,923944, , 
4901,002672,002672, , , ,002672,002672, , 
4902,000086,000086, , , ,000086,000086, , 
4903,117346,117346, , , ,117346,117346, , 
4904,000029,000029, , , ,000029,000029, , 
4905,000082,000082, , , ,000082,000082, , 
4906,206417,206417, , , ,206417,206417, , 
4907,554859,554859, , , ,554859,554859, , 
4908,858501,858501, , , ,858501,858501, , 
4909,000144,000144, , , ,000144,000144, , 
4910,000009,000009, , , ,000009,000009, , 
4911,000003,000003, , , ,000003,000003, , 
4912,000035,000035, , , ,000035,000035, , 
4913,191646,191646, , , ,191646,191646, , 
4914,937774,937774, , , ,937774,937774, , 
4915,000116,000116, , , ,000116,000116, , 
4916,408682568072,408682568072,408682568072,408682568072, ,408682568072,408682568072, , 
4917,408682568072,408682568072,408682568072,408682568072, ,408682568072,408682568072, , 
4918,408602565285, , , , ,408602565285,408602565285, , 
4919,168265,168265, , , ,168265,168265, , 
4920,384064,384064, , , ,384064,384064, , 
4921,017692,017692, , , ,017692,017692, , 
4922,968602,968602, , , ,968602,968602, , 
4923,409337782111,409337782111, , , ,409337782111,409337782111, , 
4924,000023,000023,000023,000023, ,000023,000023, , 
4925,409727543519,409727543519, , , ,409727543519,409727543519, , 
4926,410392099159,410392099159, , , ,410392099159,410392099159, , 
4927,410472224425,410472224425, , , ,410472224425,410472224425, , 
4928,447377316957, , , , ,447377316957,447377316957, , 
4929,000017,000017, , , ,000017,000017, , 
4930,447333860959,447333860959, , , ,447333860959,447333860959, , 
4931, , , , , , , , , 
4932, , , , , , , , , 
4933, , , , , , , , , 
4934, , , , , , , , , 
4935, , , , , , , , , 
4936, , , , , , , , , 
4937, , , , , , , , , 
4938, , , , , , , , , 
