GR_NO,c1,c2,c3,c4,c5,c6,c7,C8,C9
2643,508081,508081,508081,508081, , ,508081, , 
2644,082729,082729, , , , ,082729, , 
2645,815619,815619, , , , ,815619, , 
2646,IMPS=411812918846=26915 (27/4/24) +IMPS=412914619709=45 (8/5/24),IMPS=411812918846=26915 (27/4/24) +IMPS=412914619709=45 (8/5/24),IMPS=411812918846=26915 (27/4/24) +IMPS=412914619709=45 (8/5/24),IMPS=411812918846=26915 (27/4/24) +IMPS=412914619709=45 (8/5/24), , ,IMPS=411812918846=26915 (27/4/24) +IMPS=412914619709=45 (8/5/24), , 
2647,000468, , , , , ,000468, , 
2648,001254,001254, , , , ,001254, , 
2649,408209784490,408209784490, , , , ,408209784490, , 
2650,898636, , , , , ,898636, , 
2651,001343907545, , , , , ,001343907545, , 
2652,000216, , , , , ,000216, , 
2653,410686377152,410686377152, , , , ,410686377152, , 
2654,440530,440530,440530,440530, , ,440530, , 
2655,408294613462, , , , , ,408294613462, , 
2656,410674303586, , , , , ,410674303586, , 
2657,293759, , , , , ,293759, , 
2658,000444,000444, , , , ,000444, , 
2659,408910939740,408910939740,408910939740,408910939740, , ,408910939740, , 
2660,410695415299,410695415299,410695415299,410695415299, , ,410695415299, , 
2662, , , , , , , , , 
2663, , , , , , , , , 
2664,000032,000032, , , , ,000032, , 
2665,218934,218934,218934,218934, , ,218934, , 
2666,N100242981170188, , , , , ,N100242981170188, , 
2667, , , , , , , , , 
2668,410311133725 (12/4/24), , , , , ,410311133725 (12/4/24), , 
2669,HS92409238410723 (2/4/24), , , , , ,HS92409238410723 (2/4/24), , 
2670,000205,000205, , , , ,000205, , 
2671,410438620959, , , , , ,410438620959, , 
2672,410619350595, , , , , ,410619350595, , 
2673,925378,925378, , , , ,925378, , 
2674,410666376093, , , , , ,410666376093, , 
2675, , , , , , , , , 
2676, , , , , , , , , 
2678,430707, , , , , ,430707, , 
2679,HS92409739488824 (6/4/24), , , , , ,HS92409739488824 (6/4/24), , 
2680,410334568539,410334568539, , , , ,410334568539, , 
2682,447395957855, , , , , ,447395957855, , 
2683,000017,000017, , , , ,000017, , 
2684,N091242962210368, , , , , ,N091242962210368, , 
2685,410638829998, , , , , ,410638829998, , 
2687, , , , , , , , , 
2688,441158, , , , , ,441158, , 
2689,415907219951,415907219951,415907219951,415907219951, , ,415907219951, , 
2690,936944,936944, , , , ,936944, , 
2691,408484,408484, , , , ,408484, , 
2692,117347,117347, , , , ,117347, , 
2693,000029, , , , , ,000029, , 
2694, , , , , , , , , 
2695,000052,000052,000052,000052, , ,000052, , 
2696, , , , , , , , , 
2697,000075,000075, , , , ,000075, , 
2699,118587,118587, , , , ,118587, , 
2701,000631, , , , , ,000631, , 
2702,000103, , , , , ,000103, , 
2703,408209614954, , , , , ,408209614954, , 
2704,409264928610 (02/04/2024), , , , , ,409264928610 (02/04/2024), , 
2706,410670723140, , , , , ,410670723140, , 
2707,410656609850 (15/4/24), , , , , ,410656609850 (15/4/24), , 
2708,000003,000003, , , , ,000003, , 
2711,447919330895,447919330895, , , , ,447919330895, , 
2712,000029, , , , , ,000029, , 
2714,634670,634670,634670,634670, , ,634670, , 
2716,410614429954,410614429954,410614429954,410614429954, , ,410614429954, , 
2717,163631,163631, , , , ,163631, , 
2719,000074, , , , , ,000074, , 
2720,000020, , , , , ,000020, , 
2721,455756,455756,455756,455756, , ,455756, , 
2722,440052, , , , , ,440052, , 
2723,329046, , , , , ,329046, , 
2726,408247150607,408247150607, , , , ,408247150607, , 
2727,000048,000048, , , , ,000048, , 
2729,410714062013,410714062013, , , , ,410714062013, , 
2730,888754,888754,888754,888754, , ,888754, , 
2731,184069, , , , , ,184069, , 
2732,055457,055457, , , , ,055457, , 
2734,910758,910758, , , , ,910758, , 
2735,000029,000029, , , , ,000029, , 
2736, , , , , , , , , 
2737,000055,000055, , , , ,000055, , 
2739,N105242988241052,N105242988241052, , , , ,N105242988241052, , 
2740, , , , , , , , , 
2741,000069,000069, , ,000069, ,000069, , 
2742, , , , , , , , , 
2744,414513394643,414513394643,414513394643,414513394643, , ,414513394643, , 
2745,447226403909, , , , , ,447226403909, , 
2746, , , , , , , , , 
2749,414212653513,414212653513, , ,414212653513, ,414212653513, , 
2752,411150529783, , , , , ,411150529783, , 
2753,000318,000318, , , , ,000318, , 
2756,200286, , , , , ,200286, , 
2757,416043989487, , , , , ,416043989487, , 
2758,000520,000520, , , , ,000520, , 
2761,487648,487648, , , , ,487648, , 
2764,000141,000141, , , , ,000141, , 
2766,PUNBZ24105706319, , , , , ,PUNBZ24105706319, , 
2767, , , , , , , , , 
2768,000019, , , , , ,000019, , 
2769,000184, , , , , ,000184, , 
2771,UCBAH24086756947,UCBAH24086756947, , , , ,UCBAH24086756947, , 
2775,408626271081,408626271081, , , , ,408626271081, , 
2777,447295799842, , , , , ,447295799842, , 
2786,102274,102274, , ,102274, ,102274, , 
2787,035015,035015, , , , ,035015, , 
2794,409742513640,409742513640,409742513640,409742513640, , ,409742513640, , 
2796,000056,000056, , , , ,000056, , 
2797,000057,000057, , , , ,000057, , 
2798,000086,000086, , , , ,000086, , 
2799,410672186047, , , , , ,410672186047, , 
2800,KKBKH24091920304, , , , , ,KKBKH24091920304, , 
2803,931137, , , ,931137, ,931137, , 
2804, , , , , , , , , 
2808,253841,253841, , , , ,253841, , 
2809,043281,043281, , , , ,043281, , 
2810,412543357784, , , , , ,412543357784, , 
2811, , , , , , , , , 
2813,727080,727080, , , , ,727080, , 
2815,000038,000038, , , , ,000038, , 
2821,445479,445479,445479,445479, , ,445479, , 
2829,408344869104,408344869104, , , , ,408344869104, , 
2841, , , , , , , , , 
2843, , , , , , , , , 
2845, , , , , , , , , 
2846, , , , , , , , , 
2847,000258, , , , , ,000258, , 
2850,000024, , , , , ,000024, , 
2851, , , , , , , , , 
2853,411120356075, , , , , ,411120356075, , 
2854,911835, , , , , ,911835, , 
2855,410612005007,410612005007, , , , ,410612005007, , 
2856,213581, , , , , ,213581, , 
2858,SBIN224087072734,SBIN224087072734, , , , ,SBIN224087072734, , 
2862,413198126840,413198126840,413198126840,413198126840, , ,413198126840, , 
2863,411819220779 (27/4/24), , , , , ,411819220779 (27/4/24), , 
2864, , , , , , , , , 
2865, , , , , , , , , 
2866,413824215002, , , , , ,413824215002, , 
2867, , , , , , , , , 
2869,953024, , , , , ,953024, , 
2872,076592, , , , , ,076592, , 
2873, , , , , , , , , 
2874, , , , , , , , , 
2876, , , , , , , , , 
2877,410909772622 (18/4/24), , , , , ,410909772622 (18/4/24), , 
2879,409457442141 (3/4/24),409457442141 (3/4/24), , , , ,409457442141 (3/4/24), , 
2880,KCCBN24099436836 (8/4/24), , , , , ,KCCBN24099436836 (8/4/24), , 
2881,662958,662958, , , , ,662958, , 
2882,962899, , , , , ,962899, , 
2883,378220, , , , , ,378220, , 
2884,000054,000054, , , , ,000054, , 
2885,000009,000009, , , , ,000009, , 
2886,N080242943162466,N080242943162466, , , , ,N080242943162466, , 
2887,409207389446,409207389446, , , , ,409207389446, , 
2888, , , , , , , , , 
2889, , , , , , , , , 
2890,411346924825,411346924825, , , , ,411346924825, , 
2891,408057442506,408057442506,408057442506,408057442506, , ,408057442506, , 
2892,055561,055561,055561,055561, , ,055561, , 
2893,000176, , , , , ,000176, , 
2894,446035176923,446035176923, , , , ,446035176923, , 
2895,235637,235637, , , , ,235637, , 
2896,919870, , , , , ,919870, , 
2900,N093242965182343,N093242965182343, , , , ,N093242965182343, , 
2901,428048,428048, , , , ,428048, , 
2902,410971414527, , , , , ,410971414527, , 
2903,073757,073757,073757,073757, , ,073757, , 
2904, , , , , , , , , 
2905,409799795499, , , , , ,409799795499, , 
2906,409799845692, , , , , ,409799845692, , 
2907,409512470610, , , , , ,409512470610, , 
2908,665837,665837, , , , ,665837, , 
2909,002709,002709, , , , ,002709, , 
2910,408060422576,408060422576, , , , ,408060422576, , 
2911,358076,358076, , , , ,358076, , 
2912, , , , , , , , , 
2913, , , , , , , , , 
2914,000617, , , , , ,000617, , 
2915,410607333952, , , , , ,410607333952, , 
2916,409782113682 (6/4/24),409782113682 (6/4/24), , , , ,409782113682 (6/4/24), , 
2917,410250211879 (11/4/24),410250211879 (11/4/24), , , , ,410250211879 (11/4/24), , 
2918,410637661437, , , , , ,410637661437, , 
2919,188906, , , , , ,188906, , 
2920,000001, , , , , ,000001, , 
2921, , , , , , , , , 
2922, , , , , , , , , 
2923, , , , , , , , , 
2925,410955465265 (18/4/24), , , , , ,410955465265 (18/4/24), , 
2926,SBIN424096967008, , , , , ,SBIN424096967008, , 
2927,877981,877981,877981,877981, , ,877981, , 
2928,764728,764728, , , , ,764728, , 
2929,410611701197 (15/4/24), , , , , ,410611701197 (15/4/24), , 
2930,015970, , , , , ,015970, , 
2933,AXOMB08887302942, , , , , ,AXOMB08887302942, , 
2934,081467, , , , , ,081467, , 
2935,494185, , , , , ,494185, , 
2936, , , , , , , , , 
2937,000035, , , , , ,000035, , 
2938,030643,030643, , , , ,030643, , 
2939,409231723885, , , , , ,409231723885, , 
2940, , , , , , , , , 
2941,447239112507,447239112507, , , , ,447239112507, , 
2942,098128,098128, , , , ,098128, , 
2943,000006,000006, , , , ,000006, , 
2944, , , , , , , , , 
2945,435666,435666, , , , ,435666, , 
2946,951905,951905,951905,951905, , ,951905, , 
2947,447245097927,447245097927, , , , ,447245097927, , 
2948,009086,009086,009086,009086, , ,009086, , 
2949,000095,000095, , , , ,000095, , 
2950,956352,956352, , , , ,956352, , 
2951,445284326623, , , , , ,445284326623, , 
2953, , , , , , , , , 
2954,408058844080, , , , , ,408058844080, , 
2955,000042,000042,000042,000042, , ,000042, , 
2956,000020,000020, , , , ,000020, , 
2957,KKBKH24120826273 (29/4/24), , , , , ,KKBKH24120826273 (29/4/24), , 
2958,000029,000029, , , , ,000029, , 
2959, , , , , , , , , 
2960,416021610919,416021610919, , , , ,416021610919, , 
2961, , , , , , , , , 
2962,000051, , , , , ,000051, , 
2963,35980553091DC, , , , , ,35980553091DC, , 
2964,000118,000118,000118,000118, , ,000118, , 
2965, , , , , , , , , 
2967,103319,103319,103319,103319, , ,103319, , 
2968,375123,375123,375123,375123, , ,375123, , 
2969, , , , , , , , , 
2971,000036,000036, , , , ,000036, , 
2972,000026, , , , , ,000026, , 
2973, , , , , , , , , 
2974,410721688320 (16/4/24), , , , , ,410721688320 (16/4/24), , 
2975,006974, , , , , ,006974, , 
2976,367417, , , , , ,367417, , 
2977,002592,002592,002592,002592, , ,002592, , 
2978,174093,174093, , , , ,174093, , 
2979, , , , , , , , , 
2980,000004,000004,000004,000004, , ,000004, , 
2981, , , , , , , , , 
2983,412032261717,412032261717, , , , ,412032261717, , 
2984, , , , , , , , , 
2985, , , , , , , , , 
2986, , , , , , , , , 
2987,409313374337,409313374337, , , , ,409313374337, , 
2988,000064, , , , , ,000064, , 
2989,038682,038682, , , , ,038682, , 
2990,000591,000591,000591,000591, , ,000591, , 
2991,000025, , , , , ,000025, , 
2992,000174, , , , , ,000174, , 
2993,UPI=445940199402=13450 (02/04/24)+UPI=409457234688=300(3/4/24),UPI=445940199402=13450 (02/04/24)+UPI=409457234688=300(3/4/24), , , , ,UPI=445940199402=13450 (02/04/24)+UPI=409457234688=300(3/4/24), , 
2996,000011,000011, , , , ,000011, , 
2997,IMPS=410614745771=10000 (15/4/24)+UPI=411444707359=3750(23/4/24),IMPS=410614745771=10000 (15/4/24)+UPI=411444707359=3750(23/4/24), , , , ,IMPS=410614745771=10000 (15/4/24)+UPI=411444707359=3750(23/4/24), , 
2998,409859758915, , , , , ,409859758915, , 
3000,409325298085, , , , , ,409325298085, , 
3001,983466,983466,983466,983466, , ,983466, , 
3002, , , , , , , , , 
3003,000033,000033,000033,000033, , ,000033, , 
3004,037276, , , , , ,037276, , 
3005,050931,050931, , , , ,050931, , 
3006,233794,233794, , , , ,233794, , 
3007,299573,299573,299573,299573, , ,299573, , 
3008,UCBAH24086756947,UCBAH24086756947, , , , ,UCBAH24086756947, , 
3009,409323528821 (2/4/24),409323528821 (2/4/24), , , , ,409323528821 (2/4/24), , 
3010,442481,442481, , , , ,442481, , 
3011,410761068117, , , , , ,410761068117, , 
3012,000112,000112,000112,000112, , ,000112, , 
3013,195293,195293, , , , ,195293, , 
3014,409479535776, , , , , ,409479535776, , 
3015,000087, , , , , ,000087, , 
3016,783663, , , , , ,783663, , 
3017,AXOIR10631530202 (15/4/24), , , , , ,AXOIR10631530202 (15/4/24), , 
3018,385126, , , , , ,385126, , 
3019,000051,000051, , , , ,000051, , 
3020,586078, , , , , ,586078, , 
3021, , , , , , , , , 
3022,234386,234386, , , , ,234386, , 
3025, , , , , , , , , 
3026,410930556710,410930556710,410930556710,410930556710, , ,410930556710, , 
3034, , , , , , , , , 
3035, , , , , , , , , 
3036,345284,345284, , , , ,345284, , 
3037,407912276834,407912276834, , , , ,407912276834, , 
3038,877981,877981,877981,877981, , ,877981, , 
3043, , , , , , , , , 
3044,000647, , , , , ,000647, , 
3045,408247330853, , , , , ,408247330853, , 
3046, , , , , , , , , 
3053,409254895049,409254895049, , , , ,409254895049, , 
3055, , , , , , , , , 
3056,000249,000249,000249,000249, , ,000249, , 
3059,100003,100003, , , , ,100003, , 
3060,780156, , , , , ,780156, , 
3063, , , , , , , , , 
3064, , , , , , , , , 
3069, , , , , , , , , 
3071, , , , , , , , , 
3073,212503,212503, , , , ,212503, , 
3074,979607, , , , , ,979607, , 
3075,407970254239, , , , , ,407970254239, , 
3080, , , , , , , , , 
3082,410993800469 (18/4/24), , , , , ,410993800469 (18/4/24), , 
3085, , , , , , , , , 
3086,383733, , , , , ,383733, , 
3087, , , , , , , , , 
3088,000232,000232,000232,000232, , ,000232, , 
3089, , , , , , , , , 
3107, , , , , , , , , 
3108,VCOB240408000269 (8/4/24),VCOB240408000269 (8/4/24), , , , ,VCOB240408000269 (8/4/24), , 
3111,231642, , , , , ,231642, , 
3117,447639747979,447639747979,447639747979,447639747979, , ,447639747979, , 
3120, , , , , , , , , 
3129, , , , , , , , , 
3130, , , , , , , , , 
3131, , , , , , , , , 
3132, , , , , , , , , 
3135, , , , , , , , , 
3136, , , , , , , , , 
3138, , , , , , , , , 
3139, , , , , , , , , 
3143,409442905736 (3/4/24),409442905736 (3/4/24),409442905736 (3/4/24),409442905736 (3/4/24), , ,409442905736 (3/4/24), , 
3145, , , , , , , , , 
3149, , , , , , , , , 
3157, , , , , , , , , 
3158,180207,180207, , , , ,180207, , 
3159,409407899117 (3/4/24), , , , , ,409407899117 (3/4/24), , 
3160,408054688345,408054688345,408054688345,408054688345, , ,408054688345, , 
3161,408032027852, , , , , ,408032027852, , 
3162,408011907240 (20/3/24), , , , , ,408011907240 (20/3/24), , 
3163,409322385161 (2/4/24),409322385161 (2/4/24), , , , ,409322385161 (2/4/24), , 
3164,410631644345,410631644345, , , , ,410631644345, , 
3165,000131,000131, , , , ,000131, , 
3166, , , , , , , , , 
3167,446002237556, , , , , ,446002237556, , 
3168,410671041224, , , , , ,410671041224, , 
3169,410636501359,410636501359, , , , ,410636501359, , 
3170,222020,222020,222020,222020, , ,222020, , 
3171,410731070178, , , , , ,410731070178, , 
3172, , , , , , , , , 
3173, , , , , , , , , 
3174,414661,414661, , , , ,414661, , 
3175,000062,000062, , , , ,000062, , 
3176,35839809741DC (3/4/24),35839809741DC (3/4/24), , , , ,35839809741DC (3/4/24), , 
3177,358228, , , , , ,358228, , 
3178,002097, , , , , ,002097, , 
3179,000128,000128,000128,000128, , ,000128, , 
3181,408657964593,408657964593,408657964593,408657964593, , ,408657964593, , 
3182,409275093728, , , , , ,409275093728, , 
3183,000134, , , , , ,000134, , 
3184,000156,000156,000156,000156, , ,000156, , 
3186,000503,000503, , , , ,000503, , 
3187,006463, , , , , ,006463, , 
3188, , , , , , , , , 
3189, , , , , , , , , 
3190,000066,000066, , , , ,000066, , 
3191,YESOB41031741985,YESOB41031741985, , , , ,YESOB41031741985, , 
3192,000005, , , , , ,000005, , 
3193,000049, , , , , ,000049, , 
3194, , , , , , , , , 
3196,411111730752, , , , , ,411111730752, , 
3197,935976,935976,935976,935976, , ,935976, , 
3198,371985, , , , , ,371985, , 
3199,660076,660076, , , , ,660076, , 
3200, , , , , , , , , 
3201,000042,000042,000042,000042, , ,000042, , 
3202,067050, , , , , ,067050, , 
3203,409464335983, , , , , ,409464335983, , 
3204,409494104667,409494104667, , , , ,409494104667, , 
3205,408976057026,408976057026, , , , ,408976057026, , 
3206,578785,578785,578785,578785, , ,578785, , 
3207,000095,000095, , , , ,000095, , 
3208, , , , , , , , , 
3209,KKBKH24109748238 (18/4/24), , , , , ,KKBKH24109748238 (18/4/24), , 
3210, , , , , , , , , 
3211,KKBKH24106682755, , , , , ,KKBKH24106682755, , 
3212,402734, , , , , ,402734, , 
3213,408027847207,408027847207,408027847207,408027847207, , ,408027847207, , 
3214,409908836143 (8/4/24), , , , , ,409908836143 (8/4/24), , 
3215, , , , , , , , , 
3216, , , , , , , , , 
3217,408025308654, , , , , ,408025308654, , 
3218,924031,924031,924031,924031, , ,924031, , 
3219, , , , , , , , , 
3220,611535,611535, , , , ,611535, , 
3221,008559,008559, , , , ,008559, , 
3222,006974, , , , , ,006974, , 
3223,447917546191 (22/4/24), , , , , ,447917546191 (22/4/24), , 
3224,410681557713,410681557713, , , , ,410681557713, , 
3226,408110940177,408110940177,408110940177,408110940177, , ,408110940177, , 
3227, , , , , , , , , 
3228,411828286035 ,411849693839, , ,411849693839, ,411828286035 , , 
3229,000178,000178, , , , ,000178, , 
3230,410071516010 (9/4/24),410071516010 (9/4/24), , , , ,410071516010 (9/4/24), , 
3231,410573185809, , , ,410573185809, ,410573185809, , 
3232,410674303586, , , , , ,410674303586, , 
3233,446105102639 (4/4/24), , , , , ,446105102639 (4/4/24), , 
3234,844998,844998, , , , ,844998, , 
3236,411626416572 (25/4/24), , , , , ,411626416572 (25/4/24), , 
3237,411022461334,411022461334, , , , ,411022461334, , 
3238, , , , , , , , , 
3240,904146,904146,904146,904146, , ,904146, , 
3241,207306, , , , , ,207306, , 
3242,410614291849,410614291849, , , , ,410614291849, , 
3243,438527, , , , , ,438527, , 
3244,408836194249, , , , , ,408836194249, , 
3245,082189, , , , , ,082189, , 
3246,000671,000671,000671,000671, , ,000671, , 
3247,004894,004894, , , , ,004894, , 
3248,037276, , , , , ,037276, , 
3249,410620088914, , , , , ,410620088914, , 
3251, , , , , , , , , 
3252,445836787790, , , , , ,445836787790, , 
3253,000039, , , , , ,000039, , 
3254,410433542390,410433542390, , , , ,410433542390, , 
3255,000070, , , , , ,000070, , 
3257,408018590775,408018590775, , , , ,408018590775, , 
3259,KKBKH24080800068 (20/3/24), , , , , ,KKBKH24080800068 (20/3/24), , 
3260,1395666902,1395666902, , , , ,1395666902, , 
3261, , , , , , , , , 
3262,000045,000045, , , , ,000045, , 
3263,703367,703367, , , , ,703367, , 
3264,369987,369987, , , , ,369987, , 
3268,409012258220, , , , , ,409012258220, , 
3269, , , , , , , , , 
3272,447274113918,447274113918, , , , ,447274113918, , 
3273,000318,000318, , , , ,000318, , 
3274,116751, , , , , ,116751, , 
3275, , , , , , , , , 
3276,444698374354,444698374354, , , , ,444698374354, , 
3277, , , , , , , , , 
3278,874417,874417, , , , ,874417, , 
3279,001906,001906,001906,001906, , ,001906, , 
3280,000677,000677,000677,000677, , ,000677, , 
3281, , , , , , , , , 
3282,408089682870,408089682870, , , , ,408089682870, , 
3283, , , , , , , , , 
3284, , , , , , , , , 
3285,001275, , , , , ,001275, , 
3286, , , , , , , , , 
3287,408012245663,408012245663,408012245663,408012245663, , ,408012245663, , 
3288,445809251856, , , , , ,445809251856, , 
3289,712620, , , , , ,712620, , 
3290,328562,328562, , , , ,328562, , 
3291, , , , , , , , , 
3292, , , , , , , , , 
3294, , , , , , , , , 
3295, , , , , , , , , 
3296,000451, , , , , ,000451, , 
3297,909776, , , , , ,909776, , 
3298,410108268103,410108268103, , , , ,410108268103, , 
3299,000039,000039, , , , ,000039, , 
3300, , , , , , , , , 
3301, , , , , , , , , 
3303,410675969002, , , , , ,410675969002, , 
3304, , , , , , , , , 
3305, , , , , , , , , 
3306,408055352606,408055352606,408055352606,408055352606, , ,408055352606, , 
3307,671463, , , , , ,671463, , 
3308,159423,159423,159423,159423, , ,159423, , 
3310,408097879748,408097879748,408097879748,408097879748, , ,408097879748, , 
3312, , , , , , , , , 
3313,918393, , , , , ,918393, , 
3314,918393, , , , , ,918393, , 
3315,014536,014536, , , , ,014536, , 
3316,000102,000102, , , , ,000102, , 
3317,247214,247214, , , , ,247214, , 
3318,000195,000195, , , , ,000195, , 
3319,854956,854956, , , , ,854956, , 
3320, , , , , , , , , 
3321,000299, , , , , ,000299, , 
3323,317491, , , , , ,317491, , 
3324,KKBKH24106717870 (15/4/24), , , , , ,KKBKH24106717870 (15/4/24), , 
3326,411472880941, , , , , ,411472880941, , 
3327,AXOMB10632050961, , , , , ,AXOMB10632050961, , 
3329, , , , , , , , , 
3330,002550, , , , , ,002550, , 
3331,729307,729307, , , , ,729307, , 
3332, , , , , , , , , 
3333,932381,932381, , , , ,932381, , 
3335,410620206463, , , , , ,410620206463, , 
3337,458868,458868,458868,458868, , ,458868, , 
3338,000212,000212, , , , ,000212, , 
3339, , , , , , , , , 
3340,410928378895 (18/4/24), , , , , ,410928378895 (18/4/24), , 
3341, , , , , , , , , 
3342,000062,000062, , , , ,000062, , 
3343,000066, , , , , ,000066, , 
3344,446057024603 (3/4/24), , , , , ,446057024603 (3/4/24), , 
3346,452114338503, , , , , ,452114338503, , 
3347,410712440860,410712440860,410712440860,410712440860, , ,410712440860, , 
3348, , , , , , , , , 
3350,411554939975,411554939975,411554939975,411554939975, , ,411554939975, , 
3351,000013,000013,000013,000013, , ,000013, , 
3352,041367,041367,041367,041367, , ,041367, , 
3353,408722803087, , , , , ,408722803087, , 
3354, , , , , , , , , 
3355, , , , , , , , , 
3360,415266311572 (31/5/24), , , , , ,415266311572 (31/5/24), , 
3361,35671550611DC-BEST CHOICE (19/3/24),35671550611DC-BEST CHOICE (19/3/24), , , , ,35671550611DC-BEST CHOICE (19/3/24), , 
3362,410601777312, , , , , ,410601777312, , 
3365, , , , , , , , , 
3370, , , , , , , , , 
3371, , , , , , , , , 
3374,510067,510067,510067,510067, , ,510067, , 
3375, , , , , , , , , 
3376, , , , , , , , , 
3377, , , , , , , , , 
3379, , , , , , , , , 
3380, , , , , , , , , 
3382, , , , , , , , , 
3383, , , , , , , , , 
3384, , , , , , , , , 
3385, , , , , , , , , 
3386, , , , , , , , , 
3388, , , , , , , , , 
3389, , , , , , , , , 
3391, , , , , , , , , 
3392, , , , , , , , , 
3393, , , , , , , , , 
3396, , , , , , , , , 
3397, , , , , , , , , 
3399, , , , , , , , , 
3400,407922192009,407922192009,407922192009,407922192009, , ,407922192009, , 
3401,407924390879,407924390879,407924390879,407924390879, , ,407924390879, , 
3421,CASH,CASH,CASH,CASH, , ,CASH, , 
3433, , , , , , , , , 
3442,410680594689, , , , , ,410680594689, , 
3443, , , , , , , , , 
3445,408029684191, , , , , ,408029684191, , 
3446, , , , , , , , , 
3447, , , , , , , , , 
3448, , , , , , , , , 
3449, , , , , , , , , 
3450, , , , , , , , , 
3451, , , , , , , , , 
3452,410511114793 (14/4/24), , , , , ,410511114793 (14/4/24), , 
3453,733880,733880,733880,733880, , ,733880, , 
3454,041254,041254, , , , ,041254, , 
3455, , , , , , , , , 
3457,410447929720, , , , , ,410447929720, , 
3458,000023, , , , , ,000023, , 
3460, , , , , , , , , 
3462,039136, , , , , ,039136, , 
3463,345282,345282, , , , ,345282, , 
3464,409636407628, , , , , ,409636407628, , 
3465,000016, , , , , ,000016, , 
3466,000099,000099, , , , ,000099, , 
3467,35840042001DC (3/4/24),35840042001DC (3/4/24), , , , ,35840042001DC (3/4/24), , 
3468,373333, , , , , ,373333, , 
3469,000013,000013, , , , ,000013, , 
3470,000039,000039, , , , ,000039, , 
3471, , , , , , , , , 
3472,409754118199, , , , , ,409754118199, , 
3473,625263,625263, , , , ,625263, , 
3474,875967,875967, , , , ,875967, , 
3475, , , , , , , , , 
3476,409595311433, , , , , ,409595311433, , 
3477,343779,343779, , , , ,343779, , 
3478,007544,007544,007544,007544, , ,007544, , 
3479,447222115784, , , , , ,447222115784, , 
3480,410545477556 (14/4/24), , , , , ,410545477556 (14/4/24), , 
3481,412501477183, , , , , ,412501477183, , 
3482, , , , , , , , , 
3483,410501491020,410501491020, , , , ,410501491020, , 
3484,039371,039371,039371,039371, , ,039371, , 
3485,445829081351,445829081351, , , , ,445829081351, , 
3486,197147, , , , , ,197147, , 
3487, , , , , , , , , 
3488,411711083974, , , , , ,411711083974, , 
3489,000036, , , , , ,000036, , 
3490,409418897779,409418897779, , , , ,409418897779, , 
3491, , , , , , , , , 
3492,411010079325, , , , , ,411010079325, , 
3493,453476,453476,453476,453476, , ,453476, , 
3494,410687403083,410687403083, , , , ,410687403083, , 
3495,409546159504,409546159504, , , , ,409546159504, , 
3497,410017966156, , , , , ,410017966156, , 
3498,410675969002, , , , , ,410675969002, , 
3499, , , , , , , , , 
3500,446592543421,446592543421,446592543421,446592543421, , ,446592543421, , 
3502,448240085016,448240085016, , , , ,448240085016, , 
3504, , , , , , , , , 
3505, , , , , , , , , 
3506,224075, , , , , ,224075, , 
3507,410706704114, , , , , ,410706704114, , 
3508, , , , , , , , , 
3509, , , , , , , , , 
3510,465537,465537, , , , ,465537, , 
3511,000004,000004, , , , ,000004, , 
3512,416010443251, , , , , ,416010443251, , 
3513, , , , , , , , , 
3514,615770, , , , , ,615770, , 
3515,237341, , , , , ,237341, , 
3516,000094, , , , , ,000094, , 
3517,000113,000113, , , , ,000113, , 
3518,411017405315, , , , , ,411017405315, , 
3519,410635241562 (15/4/24),410635241562 (15/4/24), , , , ,410635241562 (15/4/24), , 
3520,411611128177,411611128177,411611128177,411611128177, , ,411611128177, , 
3521, , , , , , , , , 
3522,410614056405,410614056405,410614056405,410614056405, , ,410614056405, , 
3523,000264, , , , , ,000264, , 
3524,780155, , , , , ,780155, , 
3525,447444232240, , , , , ,447444232240, , 
3526,HS92409739488824 (6/4/24), , , , , ,HS92409739488824 (6/4/24), , 
3527,000031,000031,000031,000031, , ,000031, , 
3528,UPI=448227433304=31972 (25/4/24)+UPI=448271235097=50 (25/4/24),UPI=448227433304=31972 (25/4/24)+UPI=448271235097=50 (25/4/24),UPI=448227433304=31972 (25/4/24)+UPI=448271235097=50 (25/4/24),UPI=448227433304=31972 (25/4/24)+UPI=448271235097=50 (25/4/24), , ,UPI=448227433304=31972 (25/4/24)+UPI=448271235097=50 (25/4/24), , 
3529,000037,000037,000037,000037, , ,000037, , 
3530,374220, , , , , ,374220, , 
3531, , , , , , , , , 
3532,374178, , , , , ,374178, , 
3533, , , , , , , , , 
3534,410412771329,410412771329,410412771329,410412771329, , ,410412771329, , 
3535, , , , , , , , , 
3536,000026, , , , , ,000026, , 
3538,342070,342070, , , , ,342070, , 
3539, , , , , , , , , 
3540,410852398849 (17/4/24), , , , , ,410852398849 (17/4/24), , 
3541,798562,798562, , , , ,798562, , 
3542,447307562610 (16/4/24), , , , , ,447307562610 (16/4/24), , 
3543,410384083296, , , , , ,410384083296, , 
3544, , , , , , , , , 
3545,410381702971, , , , , ,410381702971, , 
3546, , , , , , , , , 
3547,007661,007661,007661,007661, , ,007661, , 
3548,000203, , , , , ,000203, , 
3549,409646639195,409646639195,409646639195,409646639195, , ,409646639195, , 
3550, , , , , , , , , 
3551,447038806681, , , , , ,447038806681, , 
3552,409407705912, , , , , ,409407705912, , 
3553,410198907688, , , , , ,410198907688, , 
3554,000148, , , , , ,000148, , 
